Order_id,Product_id,Quantity
118,5571,2
118,6170,1
118,3749,5
118,7678,4
119,9603,1
119,7719,3
119,9443,5
119,6020,4
119,1172,4
120,125,2
120,3637,3
120,8536,2
121,8881,1
122,7736,4
122,7446,4
122,5103,5
123,3868,2
124,3486,5
124,4659,3
124,2641,1
125,4402,3
126,9293,5
126,9270,1
126,4253,3
127,6880,1
127,5575,3
127,4587,2
128,9413,3
129,1121,4
129,5237,5
129,7709,4
129,7213,4
129,7911,4
130,170,2
130,6749,5
130,2166,3
131,6587,4
131,2990,1
131,8931,1
131,9399,2
131,6068,5
132,4701,5
133,1398,1
133,4844,1
133,4544,2
133,6844,3
134,1884,2
134,3227,3
134,5698,4
135,704,4
135,9264,5
136,4467,2
136,5802,2
136,8191,5
136,1002,4
136,5603,5
137,5817,5
137,7891,3
137,5623,1
138,1073,4
139,4773,1
139,39,4
139,6037,4
139,2011,2
140,6195,5
140,7967,2
140,7341,3
141,5335,1
141,6017,1
141,2680,1
141,6846,1
141,7797,5
142,3815,3
142,8609,4
143,309,3
143,3103,3
143,847,2
143,1135,5
144,7023,4
144,8968,2
144,1979,4
144,6696,4
144,7697,3
145,3952,1
146,2800,2
146,1378,2
146,4032,1
147,4702,5
148,9362,1
148,6902,1
148,8396,2
148,4850,5
149,6352,2
149,5186,3
150,2415,1
150,8443,1
150,8617,4
151,9603,3
152,1762,2
152,304,4
152,893,1
153,6322,5
153,6413,3
153,6258,2
154,7767,3
154,9105,2
154,3049,1
154,8713,4
154,1197,2
155,8120,5
155,8254,2
156,3840,3
156,9819,3
157,3695,3
157,7222,1
158,9373,2
158,2494,1
158,2659,5
159,8550,1
159,6552,4
159,1350,1
159,7654,2
160,7278,4
160,6708,3
160,6212,5
160,4953,1
161,9022,2
162,6861,4
162,2343,2
163,1644,4
164,744,4
164,6349,4
164,9679,1
164,1227,2
165,2980,1
165,2592,3
166,3231,2
167,5546,3
167,5123,1
167,9319,5
167,9974,3
167,749,2
168,7356,3
168,2632,3
168,4600,5
168,324,5
168,3263,4
169,924,5
169,2022,2
169,2627,5
169,4265,5
170,9229,5
170,2638,1
170,4103,3
171,6431,3
171,8287,2
171,9071,4
171,9317,4
172,8363,5
172,519,3
172,8526,2
172,9906,3
173,9412,5
173,9689,2
173,8503,5
174,2547,2
175,4726,3
175,5935,4
176,717,2
176,5088,5
177,3152,1
178,4093,2
178,5197,1
178,4322,5
178,758,1
178,5921,2
179,1005,1
179,8798,4
179,5134,5
179,4961,1
180,4616,3
180,9213,4
180,8061,1
180,1678,3
181,9808,3
182,537,4
182,5825,2
182,2697,1
182,8075,4
182,9269,3
183,5020,3
183,3358,2
183,3931,5
183,1007,5
184,653,1
184,6538,5
184,8562,1
185,8704,1
185,9355,2
185,9116,2
186,7692,2
187,165,3
187,174,3
188,251,3
188,9004,4
188,4167,5
189,630,2
190,8977,1
190,865,1
190,3371,2
190,804,3
191,3649,3
191,8118,2
192,9508,4
192,3237,4
192,4988,1
192,1728,5
192,7559,5
193,7796,2
194,5397,5
194,813,5
194,5878,5
195,8418,1
195,6082,4
195,1088,3
195,7009,1
195,4883,3
196,6258,1
196,4429,2
196,4199,3
197,2176,1
197,5696,5
197,2941,3
198,1276,5
198,7763,2
199,3740,3
200,379,3
200,1566,1
200,1822,4
200,7968,1
201,6802,1
202,5209,3
202,1670,2
202,102,4
202,7572,5
203,7865,2
203,2081,3
203,4122,1
203,465,5
203,2097,3
204,9362,2
204,5382,5
204,6828,5
204,5001,5
205,9181,3
205,8452,5
206,8336,5
207,7420,5
207,4078,5
207,5626,1
207,3145,4
208,3504,2
208,3795,5
208,9534,5
209,145,5
209,2733,1
210,891,4
210,4219,3
210,4560,5
210,285,4
211,655,2
211,7656,4
211,2515,3
211,3979,4
211,5909,4
212,4671,1
212,4012,4
212,74,4
212,9830,5
212,2710,1
213,1505,2
213,3007,2
213,7719,3
213,9532,1
214,5488,1
214,8943,4
214,4808,2
215,2129,1
215,7014,5
216,49,5
216,646,4
217,7069,5
217,8059,1
217,8974,1
217,4707,1
217,5838,2
218,979,5
218,6925,3
218,7975,4
218,7999,5
218,4868,5
219,3637,4
219,5211,1
219,256,3
219,2619,5
219,9721,4
220,230,5
220,7849,1
220,3333,5
221,6966,5
221,6575,1
222,1167,1
222,7470,4
222,6256,3
222,2173,5
223,8580,3
223,7069,3
223,1144,4
224,6413,5
224,2417,2
224,2201,2
224,7263,5
224,2436,3
225,4646,4
225,5168,4
225,2346,3
225,6350,1
225,8331,1
226,7471,4
226,13,1
226,8746,3
227,4946,2
227,6131,4
227,3372,3
228,7207,3
228,1837,4
229,4635,4
229,109,1
230,4315,4
230,231,4
230,9771,5
230,2706,4
230,2773,2
231,1410,4
231,6848,5
231,4444,3
231,5478,2
231,4622,1
232,463,1
232,8742,5
232,1666,2
232,3867,4
233,8209,2
234,6078,5
234,3369,4
234,7799,4
235,4158,2
235,2945,1
235,5019,3
236,6587,5
236,5728,4
236,3365,3
236,2191,4
237,5809,5
237,8059,2
237,4878,2
237,5199,3
238,526,5
238,8424,1
238,7466,3
238,1002,1
239,7973,3
239,2204,4
239,7185,5
240,761,4
241,7447,3
241,1652,2
241,5419,4
241,8738,2
242,3398,2
242,8515,2
242,4737,3
243,2681,5
244,2124,1
245,94,2
245,9758,2
245,2900,5
245,4914,3
245,7036,3
246,1376,5
246,7111,3
246,286,4
247,5030,2
248,9533,5
248,2591,3
248,3263,5
249,7111,2
250,3611,4
250,8915,5
250,5905,3
250,7702,1
250,5800,4
251,5166,3
252,5552,5
252,4335,1
252,7421,3
252,8420,5
253,8868,5
253,9032,2
253,5157,1
253,3378,2
253,2431,2
254,5763,3
254,7219,2
255,3428,1
255,5593,5
255,3984,4
255,7482,4
255,4797,3
256,9499,3
256,1185,4
257,8293,1
258,7911,3
258,1865,2
258,8054,3
259,8321,2
259,9329,5
259,3937,5
259,7995,1
260,427,4
260,3175,3
261,8946,4
261,810,4
261,9316,4
262,7429,1
262,736,2
262,5468,4
262,9679,5
262,4884,2
263,9318,5
264,7107,1
264,531,1
264,5716,2
264,6848,2
264,8768,4
265,5628,4
266,9629,1
267,3716,4
267,3301,2
267,1709,1
267,2460,1
268,6261,2
268,471,5
268,4577,5
268,2948,1
268,1501,5
269,315,1
269,5669,3
269,4804,2
269,3971,1
269,9668,2
270,8461,3
270,8685,4
270,1864,4
271,3456,4
271,3911,1
271,3790,5
271,888,5
271,1909,3
272,6266,1
272,9328,1
273,9486,5
273,7972,5
273,2607,4
273,4162,3
273,7399,2
274,2186,1
275,438,1
275,5973,5
275,3329,5
276,254,3
276,3613,1
276,1126,1
276,4010,1
277,3547,2
278,3987,1
279,569,2
279,830,3
279,3254,4
279,7954,4
280,2253,2
280,5560,1
281,4250,5
281,7546,5
281,8970,3
282,504,5
282,6558,4
282,8407,3
282,6000,1
283,9968,5
283,6238,5
283,4653,4
283,9627,2
284,5311,2
284,481,1
285,4028,3
285,3913,3
286,5455,5
286,8833,3
287,9690,2
287,6562,4
287,5727,1
288,190,5
288,6552,5
289,5752,5
289,8859,4
289,1150,2
289,3547,5
289,1714,2
290,4641,5
290,8404,2
290,5283,3
290,6991,5
290,8627,1
291,7945,2
291,7562,3
291,4226,5
291,965,1
291,1191,2
292,2201,5
292,1009,1
292,911,1
292,5525,2
293,848,3
293,7921,1
293,6899,3
293,6737,3
293,1198,5
294,9846,2
294,5691,3
294,8485,1
294,5479,2
294,4209,2
295,9342,4
295,6867,1
295,6114,2
296,7951,2
296,7701,2
297,904,2
297,996,4
297,1750,3
298,3369,1
298,5245,3
298,8036,2
298,3649,1
299,5415,5
299,4658,4
299,1878,4
300,8450,4
300,2717,1
300,2274,5
300,7796,2
301,7929,1
301,2350,5
301,6409,4
302,9777,5
302,5599,2
303,9925,2
303,4138,5
303,455,3
303,1859,3
304,5945,4
305,901,3
305,1646,1
305,1755,3
306,8198,4
306,3520,5
306,2036,2
306,7842,1
306,3855,2
307,7096,1
307,5329,4
307,5714,5
308,4276,3
308,7973,5
308,2261,5
308,5524,1
308,2286,4
309,6687,4
309,3991,4
309,7290,2
309,4043,4
309,8259,1
310,1009,3
310,3865,3
310,4409,5
310,9309,3
310,3288,4
311,7451,5
311,9328,4
312,3432,3
312,9466,2
313,8479,5
313,7107,4
314,778,4
315,5561,5
315,6643,1
315,9624,4
315,3561,3
316,8711,2
317,8780,3
318,5495,2
319,6387,2
319,9084,3
319,3697,1
319,8784,5
320,5424,3
320,4536,1
321,6798,3
321,3517,2
321,7751,1
321,7567,5
322,2477,2
322,5099,2
322,4984,3
322,4677,5
322,4483,5
323,4048,3
323,3743,5
323,2492,5
323,9572,1
324,3366,2
324,4265,3
325,6772,1
325,4706,3
325,2211,2
325,3768,4
325,749,5
326,6147,3
326,7531,5
326,7278,5
326,4779,1
327,331,1
327,6221,3
327,484,2
327,2749,5
327,2534,5
328,7556,5
329,4548,4
329,8991,1
330,2764,4
331,9955,4
332,7597,4
332,9045,5
332,2562,1
333,6665,5
334,6463,3
335,1603,2
335,6814,5
335,5463,3
336,8107,4
336,8733,5
336,8947,2
337,2947,4
337,6917,4
337,1306,1
337,9648,2
337,1147,5
338,8448,1
338,3989,5
339,7826,4
340,8873,3
340,2350,4
340,756,2
340,6028,1
340,6380,5
341,9100,3
342,9689,4
342,6964,3
343,332,1
343,7461,5
343,501,5
343,9575,5
343,336,3
344,5305,4
345,7058,4
345,9790,4
346,2891,4
347,4141,4
347,6225,1
348,7568,5
348,5744,3
348,7693,4
348,3430,5
349,5913,2
349,841,3
350,9386,1
350,4425,5
351,975,4
351,5521,1
351,8235,2
352,8334,5
353,6580,1
353,1717,4
353,8791,1
353,6870,4
354,8258,5
354,3829,3
354,472,3
355,3592,5
356,5180,1
356,5156,2
356,8282,5
356,6740,4
357,6087,2
357,7582,2
357,8144,1
357,9052,1
358,9550,1
358,7448,4
359,2511,5
359,8208,2
360,7890,1
360,6434,5
360,3838,2
360,1882,2
361,9309,3
362,7232,5
363,687,2
363,6217,2
363,7527,2
364,1765,3
364,136,5
364,1932,5
365,1980,2
365,9196,1
365,9211,5
365,8157,1
366,3874,2
367,4435,5
367,5214,1
367,2730,5
368,9434,5
368,7479,1
368,8847,3
368,4760,5
369,2462,1
369,1259,3
370,9226,3
370,2022,3
370,9124,5
371,6117,2
371,7602,1
371,3840,3
371,8843,4
371,7106,5
372,7751,2
372,58,2
373,5629,2
373,8373,1
373,3721,2
373,1453,3
373,8013,2
374,230,5
374,4620,5
374,4456,2
374,5651,4
374,9887,4
375,3518,1
375,7405,2
375,9281,3
375,8908,4
375,6487,2
376,5957,3
376,949,2
376,6880,1
376,2665,1
377,8500,2
377,1270,5
377,7617,1
377,4728,3
378,8309,1
378,6161,1
378,287,3
379,7367,5
380,1744,3
380,6673,5
380,3332,2
380,7914,1
381,9432,1
382,4330,4
382,9252,2
382,7688,4
382,2992,3
383,3137,5
383,5610,4
384,7789,5
385,4611,4
386,5568,4
386,5407,3
386,9339,1
387,6300,2
387,4552,4
387,9609,3
388,350,3
388,2961,3
388,1623,1
388,9894,1
389,274,3
389,9315,2
389,8378,3
389,8377,2
389,1653,2
390,692,4
391,8324,1
391,9574,1
391,8775,1
392,4934,5
392,2762,2
392,5742,3
392,6912,3
393,2463,2
393,9603,4
393,3247,4
393,5568,3
394,1218,4
394,9741,2
394,7234,3
394,1710,4
394,5027,5
395,5369,2
395,6998,5
395,217,4
395,576,1
396,7676,3
397,5242,2
397,8525,1
397,9436,4
397,6668,1
397,3942,1
398,9414,1
398,8984,5
398,6038,3
398,6464,2
398,3062,4
399,8083,5
399,4483,1
399,3804,3
400,2014,5
400,2656,3
400,4938,2
400,7738,2
401,6724,2
401,4216,2
401,1156,5
401,4434,2
402,8,4
402,8131,4
402,4808,1
403,9800,4
403,1637,5
403,2531,3
403,1471,2
404,9512,4
404,6408,5
405,4489,4
405,1836,4
405,1891,4
406,2295,3
406,5494,3
406,1294,5
406,3255,4
406,8216,2
407,8860,2
407,8875,1
407,3801,2
407,7525,4
408,3489,4
408,3893,2
408,9526,2
408,9421,2
408,770,2
409,5047,1
409,2624,1
409,9691,1
409,9190,3
409,8467,4
410,7103,4
410,2808,2
410,1207,3
410,4757,5
410,6739,4
411,4023,2
411,9527,3
411,305,1
412,4727,4
412,9513,5
412,4023,2
413,356,5
414,8471,4
415,3904,5
415,293,1
415,3993,5
416,9954,1
417,2067,1
417,3488,1
417,3748,2
417,250,3
418,4705,2
419,2640,3
419,7605,3
420,6101,4
420,6618,5
421,2886,4
421,2975,2
421,9283,4
421,7405,1
422,4632,4
422,4483,3
422,3980,3
422,2322,1
422,1789,3
423,7575,4
423,9227,2
423,6956,4
424,5124,1
424,1239,5
424,8388,2
424,8443,5
425,5012,4
425,1861,2
425,3494,3
426,3486,5
426,2101,1
427,9074,4
427,8700,2
427,7876,2
428,3384,5
428,5133,1
429,9173,1
430,789,1
430,5086,5
430,4744,5
430,448,3
431,2843,5
431,5114,4
431,6108,4
431,8180,5
431,2945,2
432,8240,1
432,1713,4
432,7533,1
433,8259,1
433,7011,4
433,7484,3
433,4691,2
434,1689,2
435,2423,2
436,6564,1
436,1518,1
437,5080,2
437,4431,3
438,6308,3
438,1606,1
438,3250,5
438,1787,2
438,899,3
439,3771,4
439,6676,4
439,6446,5
439,1491,5
439,213,3
440,4333,1
440,6932,4
440,6118,1
441,9915,1
442,7946,3
442,3431,3
442,6181,1
442,3559,3
443,1984,4
443,6473,4
444,6700,4
444,1666,5
444,5589,1
445,4140,1
445,3279,1
446,6414,1
446,9414,1
446,4517,2
446,4799,4
446,9135,4
447,6732,2
447,6806,3
448,7710,3
448,9093,1
448,3852,5
449,5409,1
450,2353,5
450,5533,2
450,8812,4
450,6670,3
450,8334,5
451,3922,1
451,282,4
451,7090,1
451,7023,3
452,6743,5
452,3286,2
453,4918,1
453,2647,5
453,5458,5
454,2075,4
454,4069,1
455,5061,5
456,3209,5
456,2474,3
456,5904,3
456,1464,5
457,3446,4
457,2339,3
457,5406,1
458,1297,5
458,5289,1
458,4177,2
458,5373,3
459,7304,4
459,6104,5
459,3206,2
459,9275,1
459,5300,5
460,8442,4
461,1933,2
461,351,1
461,6464,2
461,1873,4
461,7457,4
462,4567,1
462,3331,2
463,8204,3
463,6100,2
463,7145,1
464,5015,5
464,9954,3
464,2395,5
464,2505,4
464,563,4
465,5532,2
465,9064,1
465,7702,4
466,6735,4
467,3165,2
467,1517,1
468,9328,4
468,3644,1
468,2402,4
468,4688,1
468,533,2
469,2560,5
469,9246,5
470,5434,3
470,1144,1
470,4779,3
470,4837,3
470,9288,2
471,143,4
471,1450,5
471,9125,3
471,4792,1
472,1679,5
472,86,2
472,3171,5
472,3778,5
473,5479,3
473,6854,5
473,6741,4
473,6006,1
474,6653,3
474,6507,3
474,3090,4
474,713,3
475,6544,2
475,7796,1
475,4195,1
476,4481,3
477,8837,2
477,3276,4
477,4562,4
478,2383,3
478,4316,2
478,183,5
478,2663,3
478,266,3
479,6335,3
479,2961,1
479,7716,5
480,9874,1
480,4760,4
480,9392,3
481,1889,4
481,1460,3
481,1124,5
481,5522,3
482,491,4
482,1353,1
482,924,4
483,2026,2
483,1564,5
483,121,5
483,1167,4
483,4141,3
484,5753,5
484,3547,2
484,459,4
484,5161,4
484,5366,1
485,5403,3
485,4659,4
486,5352,1
486,9147,3
486,9096,1
486,3197,5
486,5730,4
487,2536,2
488,3350,1
489,895,4
489,6829,2
489,639,1
490,1675,5
490,6435,4
490,101,4
490,1596,4
491,7322,4
491,6962,5
491,427,3
491,7394,4
491,544,5
492,5899,3
492,121,1
492,1950,4
493,3756,2
493,3057,1
493,3412,2
493,6750,3
494,667,2
494,4285,1
495,911,3
495,2297,3
495,281,2
496,5662,1
496,4158,4
496,5359,5
497,1229,1
497,7326,5
498,7622,1
498,4226,3
498,3384,4
498,8142,2
499,6059,2
499,7796,1
499,5774,2
499,3668,5
499,9258,4
500,6050,2
500,8955,1
500,8334,5
501,926,4
501,8847,2
502,6745,2
502,4519,5
502,2080,5
502,3319,5
503,8834,5
504,915,3
504,9612,5
504,4656,5
504,7713,2
505,3995,3
505,9643,3
505,5364,5
505,2246,2
505,2701,4
506,4347,4
507,999,1
508,2779,3
508,7183,2
508,3989,4
508,5444,3
509,3464,4
509,3802,3
509,6419,5
510,1329,5
510,525,3
511,5251,3
511,6108,1
512,6892,1
512,6373,4
512,6294,4
512,1925,4
513,3482,3
513,7491,2
514,6573,1
514,5261,3
515,5969,3
515,8026,1
515,1523,5
515,6001,4
515,1850,2
516,1219,1
516,2201,2
516,9147,3
516,927,3
516,3881,2
517,1175,1
517,3611,4
517,9493,3
517,641,1
517,326,4
518,3138,2
518,7311,4
518,7394,5
518,2700,3
519,9299,2
519,3834,3
519,4386,2
519,1096,2
519,5290,5
520,9414,4
521,5572,4
521,3660,1
521,2123,5
521,6193,1
522,4717,1
522,4058,3
522,5698,3
523,2122,4
523,3600,1
523,485,2
523,1893,1
524,6920,1
524,8677,4
525,4676,2
525,7510,4
526,7739,4
527,680,1
527,8235,1
528,3889,2
528,8276,2
529,9091,1
529,9034,3
529,5336,1
530,291,3
530,6511,4
530,5608,5
530,280,5
530,8921,4
531,6661,1
531,7745,3
532,7466,5
532,6212,3
532,5425,5
532,7269,4
532,716,4
533,1588,5
534,9103,5
535,9515,4
535,6917,2
535,5944,4
535,5371,5
536,4054,2
537,4405,1
537,6395,1
538,1283,3
538,5402,1
539,9169,3
539,1844,3
539,395,5
539,3041,3
540,4933,1
541,2488,3
542,7931,1
542,4114,2
542,6570,2
543,8140,1
543,5499,5
544,4519,3
544,9984,3
545,2594,5
545,4713,5
545,2324,1
545,6441,1
545,6793,2
546,1855,1
547,8059,2
548,8002,3
548,4054,4
549,2923,2
549,8714,1
549,3409,3
549,6200,1
550,4169,2
550,5853,1
551,2654,2
551,9291,1
551,2591,3
551,5757,5
552,3410,4
553,6520,1
553,9011,4
553,3204,4
553,9027,3
553,4739,2
554,3213,2
554,3700,4
554,7141,5
554,1872,2
555,5179,3
555,6328,4
555,465,2
556,3211,4
556,7486,5
556,1175,1
557,1285,4
557,4890,2
557,3172,3
557,8456,3
557,4940,5
558,976,1
558,605,4
558,6658,2
558,4618,2
558,2493,5
559,1294,1
559,5690,4
560,2838,2
561,902,1
561,9946,4
561,5348,3
561,5862,4
562,535,4
562,4690,4
562,7173,5
562,4978,3
562,6842,1
563,9316,1
563,7723,3
563,2516,4
564,55,4
564,6803,5
564,2087,3
564,1877,4
565,2479,1
565,7266,1
565,428,5
565,2233,2
566,590,5
566,156,5
566,7779,2
566,6448,5
566,1482,1
567,3422,1
567,4143,1
567,4854,1
567,1176,1
567,7381,1
568,4912,1
569,4573,2
569,3347,4
570,9716,5
571,619,2
571,4823,3
571,9019,2
571,6473,5
571,5537,1
572,9599,4
572,3966,1
572,3996,3
572,4741,2
573,3923,1
573,7284,2
573,4697,1
574,7821,1
574,9151,4
575,7964,5
575,6033,3
575,9759,4
576,7336,2
577,8277,4
577,1888,5
578,7869,3
578,9540,1
579,9518,5
580,3870,1
580,5042,5
580,6733,1
581,7994,4
581,9351,2
581,2759,1
581,1752,1
582,5619,2
582,7336,1
582,7926,1
583,2279,1
583,6962,5
584,1422,5
584,6278,4
584,3235,3
584,7638,3
584,5407,3
585,902,2
585,2624,3
585,7679,1
585,4403,2
585,7292,3
586,8421,2
587,400,2
587,6163,5
587,9425,2
587,1071,3
587,8205,2
588,696,3
588,9177,4
588,3139,3
588,9711,2
589,6816,2
589,8311,3
589,8136,5
589,3671,1
589,671,3
590,8818,2
590,7566,4
590,9165,1
590,690,2
591,7172,5
591,684,5
591,198,2
591,5230,5
592,6719,3
592,6067,3
592,2549,3
592,3843,3
593,9994,2
593,4912,4
593,1827,5
593,3421,3
593,5169,4
594,2048,3
595,3801,3
595,788,3
596,2418,2
596,2340,5
596,1922,5
596,1815,5
596,546,2
597,5795,3
597,3092,2
597,153,4
598,2477,5
598,654,1
598,5526,3
599,1085,1
599,508,1
599,4223,2
599,7779,5
599,7955,3
600,6143,5
600,6916,5
600,8480,1
600,5162,4
601,3989,1
601,2791,4
601,8115,2
602,3612,3
603,6484,5
603,3784,4
603,7361,5
604,9725,1
604,7729,1
605,3257,3
605,1888,2
605,4517,2
606,4058,1
606,8409,5
606,6864,1
606,2423,5
607,9246,3
607,7718,5
607,5997,1
608,2843,5
608,3485,2
608,1551,4
609,2723,5
610,3415,1
610,6768,3
610,8301,5
610,5178,5
611,4374,2
611,6213,2
611,6372,3
611,5499,1
612,4974,2
612,22,2
612,3786,3
613,2725,2
613,2723,4
614,6745,2
614,9437,3
614,7766,1
614,9219,4
614,482,2
615,869,2
615,229,1
615,3002,4
615,9943,1
616,3451,2
616,6040,1
617,8018,4
617,3847,5
617,4308,1
617,2902,4
618,2941,4
618,8840,5
619,7248,1
619,5751,2
619,7653,1
620,5371,4
620,924,5
620,9130,1
620,8035,5
621,6508,5
621,320,3
621,5376,4
622,5809,2
622,9712,1
623,9383,2
624,8004,4
624,8088,4
624,147,2
625,5960,3
626,3433,3
626,2676,2
626,114,2
626,5295,2
627,595,3
627,3859,1
627,8974,2
627,4048,2
627,5199,2
628,8842,2
629,9836,5
629,5075,3
630,157,3
631,8010,3
631,8306,1
631,8094,5
632,8561,4
632,2041,4
633,9597,4
633,5252,1
633,241,1
633,7335,3
634,4765,1
634,9374,3
635,590,2
635,8675,5
635,3276,3
635,1254,2
635,9043,5
636,5592,4
636,7604,3
636,5699,3
636,6397,2
636,6862,1
637,1052,5
638,178,4
638,9115,1
638,5251,3
638,3213,5
638,9324,3
639,2101,5
639,3257,3
639,2225,4
640,4585,3
640,8593,5
641,6901,3
641,8495,5
641,9878,2
641,731,5
642,6579,3
643,2893,4
644,1099,1
644,937,5
644,1421,2
644,75,4
644,3727,2
645,8132,3
645,1906,2
645,217,3
646,939,1
646,9092,5
646,3646,3
646,5153,4
646,9644,4
647,9392,5
647,8732,1
648,2628,2
648,5339,1
648,6354,4
649,7156,2
649,361,2
649,6521,3
649,6710,5
650,4507,4
651,1254,2
651,9693,4
652,5364,3
652,1712,4
652,7727,3
652,6876,1
652,356,4
653,8885,2
653,8094,3
653,7615,3
653,3676,5
654,6510,3
654,9683,1
654,31,4
654,591,3
655,8660,1
656,7254,2
656,5206,4
656,7089,2
656,9218,1
656,7527,1
657,6673,5
657,6797,3
657,5721,3
657,7416,5
658,529,1
658,4400,1
658,9848,4
658,4719,2
658,7885,3
659,4567,3
659,6053,1
659,6252,2
659,9003,1
659,8298,2
660,8457,3
660,693,5
660,4834,5
661,1900,2
661,6231,1
