idSeller,Name,Rating,Status,Register_Date
129,Seller_00129,3,active,2006-11-14
130,Seller_00130,4,active,2012-01-28
131,Seller_00131,5,active,2004-06-22
132,Seller_00132,0,active,2006-02-26
133,Seller_00133,0,blocked,2022-12-24
134,Seller_00134,2,active,2015-05-04
135,Seller_00135,2,active,2021-05-18
136,Seller_00136,5,active,2020-04-17
137,Seller_00137,3,active,2010-07-17
138,Seller_00138,2,active,2014-10-19
139,Seller_00139,4,active,2025-11-20
140,Seller_00140,5,active,2004-10-18
141,Seller_00141,3,active,2021-07-19
142,Seller_00142,2,active,2003-12-25
143,Seller_00143,3,active,2009-12-26
144,Seller_00144,1,active,2006-05-01
145,Seller_00145,2,active,2025-08-13
146,Seller_00146,2,active,2012-12-26
147,Seller_00147,3,active,2018-10-13
148,Seller_00148,2,active,2014-03-27
149,Seller_00149,0,active,2009-09-29
150,Seller_00150,2,active,2005-07-15
151,Seller_00151,4,active,2006-12-25
152,Seller_00152,4,active,2016-10-24
153,Seller_00153,2,active,2025-03-29
154,Seller_00154,2,active,2001-07-05
155,Seller_00155,1,active,2001-01-01
156,Seller_00156,3,active,2010-09-30
157,Seller_00157,2,active,2009-01-16
158,Seller_00158,4,active,2017-05-20
159,Seller_00159,0,active,2006-05-30
160,Seller_00160,5,active,2012-12-22
161,Seller_00161,2,active,2009-07-28
162,Seller_00162,2,active,2021-10-10
163,Seller_00163,0,active,2015-05-29
164,Seller_00164,5,active,2024-11-14
165,Seller_00165,5,active,2022-02-07
166,Seller_00166,1,active,2019-12-04
167,Seller_00167,4,active,2024-10-28
168,Seller_00168,1,active,2001-06-10
169,Seller_00169,3,active,2002-08-11
170,Seller_00170,0,active,2012-04-28
171,Seller_00171,0,active,2004-07-01
172,Seller_00172,4,active,2010-03-03
173,Seller_00173,2,active,2010-09-06
174,Seller_00174,5,active,2006-08-25
175,Seller_00175,5,active,2015-09-03
176,Seller_00176,1,active,2023-07-06
177,Seller_00177,4,active,2018-08-11
178,Seller_00178,5,active,2013-09-10
179,Seller_00179,5,active,2019-12-07
180,Seller_00180,2,active,2021-03-27
181,Seller_00181,2,active,2013-06-25
182,Seller_00182,5,active,2013-11-11
183,Seller_00183,2,active,2026-08-04
184,Seller_00184,2,active,2019-07-31
185,Seller_00185,1,active,2004-10-05
186,Seller_00186,1,active,2021-04-27
187,Seller_00187,5,active,2020-04-22
188,Seller_00188,2,active,2011-06-01
189,Seller_00189,2,active,2021-03-31
190,Seller_00190,0,active,2023-05-18
191,Seller_00191,3,active,2008-02-13
192,Seller_00192,5,active,2023-03-05
193,Seller_00193,0,active,2003-09-26
194,Seller_00194,5,active,2025-10-23
195,Seller_00195,5,active,2017-08-03
196,Seller_00196,2,active,2021-01-21
197,Seller_00197,4,active,2007-06-06
198,Seller_00198,5,active,2021-02-11
199,Seller_00199,3,active,2016-02-18
200,Seller_00200,5,active,2014-06-21
201,Seller_00201,3,blocked,2018-10-02
202,Seller_00202,5,active,2026-01-25
203,Seller_00203,2,active,2026-07-31
204,Seller_00204,1,active,2021-12-08
205,Seller_00205,2,active,2000-12-30
206,Seller_00206,3,active,2021-09-06
207,Seller_00207,2,active,2007-08-29
208,Seller_00208,5,active,2017-07-21
209,Seller_00209,2,active,2017-08-01
210,Seller_00210,0,active,2005-01-09
211,Seller_00211,3,active,2014-07-02
212,Seller_00212,4,active,2022-10-26
213,Seller_00213,1,active,2022-04-11
214,Seller_00214,1,active,2023-11-02
215,Seller_00215,3,active,2013-11-18
216,Seller_00216,1,active,2004-06-24
217,Seller_00217,0,active,2025-03-10
218,Seller_00218,4,active,2001-05-09
219,Seller_00219,0,blocked,2019-06-10
220,Seller_00220,0,active,2006-12-29
221,Seller_00221,1,active,2018-11-07
222,Seller_00222,4,active,2008-08-25
223,Seller_00223,5,active,2019-09-28
224,Seller_00224,3,active,2021-04-06
225,Seller_00225,3,active,2012-12-04
226,Seller_00226,1,active,2026-08-11
227,Seller_00227,3,active,2006-11-09
228,Seller_00228,2,active,2018-12-03
229,Seller_00229,4,active,2012-06-19
230,Seller_00230,2,active,2000-02-10
231,Seller_00231,2,active,2001-02-26
232,Seller_00232,1,active,2014-12-05
233,Seller_00233,0,blocked,2005-08-26
234,Seller_00234,1,active,2026-07-22
235,Seller_00235,5,active,2008-01-11
236,Seller_00236,0,active,2025-06-20
237,Seller_00237,5,active,2010-03-08
238,Seller_00238,4,active,2006-11-23
239,Seller_00239,0,active,2014-08-04
240,Seller_00240,5,active,2015-10-26
241,Seller_00241,2,active,2016-09-10
242,Seller_00242,0,active,2017-02-21
243,Seller_00243,3,active,2010-04-23
244,Seller_00244,3,active,2026-07-30
245,Seller_00245,0,active,2017-09-29
246,Seller_00246,0,active,2009-10-04
247,Seller_00247,4,active,2020-08-01
248,Seller_00248,4,active,2015-12-25
249,Seller_00249,4,active,2009-11-19
250,Seller_00250,4,active,2023-11-28
251,Seller_00251,3,active,2005-02-20
252,Seller_00252,2,active,2020-09-14
253,Seller_00253,0,active,2018-04-24
254,Seller_00254,5,active,2022-01-26
255,Seller_00255,3,active,2002-07-29
256,Seller_00256,1,active,2006-08-25
257,Seller_00257,0,active,2003-07-13
258,Seller_00258,5,active,2020-09-18
259,Seller_00259,5,active,2024-07-14
260,Seller_00260,2,active,2014-11-28
261,Seller_00261,3,active,2017-09-30
262,Seller_00262,4,active,2016-06-14
263,Seller_00263,3,active,2015-08-04
264,Seller_00264,1,active,2003-12-14
265,Seller_00265,1,active,2005-03-31
266,Seller_00266,0,active,2000-04-10
267,Seller_00267,0,active,2026-07-13
268,Seller_00268,1,active,2006-04-30
269,Seller_00269,5,active,2008-03-22
270,Seller_00270,4,active,2020-03-09
271,Seller_00271,1,active,2026-03-21
272,Seller_00272,5,active,2004-03-26
273,Seller_00273,4,active,2026-10-11
274,Seller_00274,4,active,2025-06-08
275,Seller_00275,0,active,2020-04-03
276,Seller_00276,1,active,2004-10-03
277,Seller_00277,2,active,2024-08-27
278,Seller_00278,1,active,2008-03-06
279,Seller_00279,3,active,2021-05-26
280,Seller_00280,4,active,2018-06-07
281,Seller_00281,0,active,2004-08-06
282,Seller_00282,4,active,2016-08-12
283,Seller_00283,3,active,2009-07-11
284,Seller_00284,4,active,2006-12-03
285,Seller_00285,3,active,2022-06-11
286,Seller_00286,5,active,2013-06-01
287,Seller_00287,1,active,2010-10-06
288,Seller_00288,2,active,2025-06-20
289,Seller_00289,2,active,2022-05-24
290,Seller_00290,2,active,2010-04-16
291,Seller_00291,0,active,2020-04-27
292,Seller_00292,5,active,2006-06-28
293,Seller_00293,4,active,2007-09-15
294,Seller_00294,4,active,2002-09-11
295,Seller_00295,2,active,2003-10-20
296,Seller_00296,4,active,2009-02-18
297,Seller_00297,0,active,2003-09-28
298,Seller_00298,5,active,2004-03-24
299,Seller_00299,4,blocked,2006-07-07
300,Seller_00300,5,active,2023-10-10
301,Seller_00301,3,active,2006-06-09
302,Seller_00302,0,active,2002-06-12
303,Seller_00303,0,active,2009-08-28
304,Seller_00304,5,active,2026-07-10
305,Seller_00305,5,active,2005-12-18
306,Seller_00306,5,active,2014-06-21
307,Seller_00307,4,active,2011-10-14
308,Seller_00308,1,active,2019-10-22
309,Seller_00309,5,active,2009-04-10
310,Seller_00310,2,active,2021-02-19
311,Seller_00311,2,active,2013-02-24
312,Seller_00312,0,active,2013-10-27
313,Seller_00313,2,active,2011-04-09
314,Seller_00314,4,active,2014-07-13
315,Seller_00315,0,active,2015-02-13
316,Seller_00316,1,active,2012-08-23
317,Seller_00317,0,active,2000-08-11
318,Seller_00318,3,active,2017-08-31
319,Seller_00319,1,active,2011-11-24
320,Seller_00320,2,active,2003-08-13
321,Seller_00321,5,active,2013-11-12
322,Seller_00322,2,active,2006-03-04
323,Seller_00323,4,active,2022-07-28
324,Seller_00324,0,active,2005-01-23
325,Seller_00325,0,active,2018-10-17
326,Seller_00326,3,active,2021-05-03
327,Seller_00327,3,active,2014-09-27
328,Seller_00328,1,blocked,2006-10-30
329,Seller_00329,4,active,2019-03-03
330,Seller_00330,2,active,2000-03-06
331,Seller_00331,3,active,2008-05-09
332,Seller_00332,3,active,2007-04-30
333,Seller_00333,1,active,2001-06-05
334,Seller_00334,1,active,2017-05-15
335,Seller_00335,3,active,2023-10-14
336,Seller_00336,2,active,2025-04-12
337,Seller_00337,4,active,2026-01-21
338,Seller_00338,5,active,2008-08-05
339,Seller_00339,0,active,2020-04-16
340,Seller_00340,0,active,2021-12-04
341,Seller_00341,4,active,2018-09-13
342,Seller_00342,2,active,2025-12-16
343,Seller_00343,1,active,2005-09-29
344,Seller_00344,3,active,2009-04-11
345,Seller_00345,2,active,2011-10-18
346,Seller_00346,0,active,2014-02-17
347,Seller_00347,1,active,2004-06-07
348,Seller_00348,1,active,2010-02-08
349,Seller_00349,1,active,2011-10-25
350,Seller_00350,1,active,2004-07-26
351,Seller_00351,3,active,2004-09-05
352,Seller_00352,5,active,2003-04-19
353,Seller_00353,3,active,2010-10-16
354,Seller_00354,4,active,2006-04-06
355,Seller_00355,3,active,2005-07-23
356,Seller_00356,4,active,2001-06-02
357,Seller_00357,0,active,2003-02-01
358,Seller_00358,3,active,2011-05-31
359,Seller_00359,5,active,2006-12-06
360,Seller_00360,2,active,2026-07-11
361,Seller_00361,5,active,2017-05-10
362,Seller_00362,1,blocked,2018-02-01
363,Seller_00363,5,active,2012-03-20
364,Seller_00364,2,active,2020-02-28
365,Seller_00365,3,active,2005-11-30
366,Seller_00366,5,active,2009-08-19
367,Seller_00367,0,active,2002-12-07
368,Seller_00368,0,active,2015-12-31
369,Seller_00369,2,active,2019-02-05
370,Seller_00370,5,active,2007-12-15
371,Seller_00371,2,active,2002-04-24
372,Seller_00372,5,active,2023-07-31
373,Seller_00373,1,active,2018-07-15
374,Seller_00374,3,active,2010-10-31
375,Seller_00375,2,active,2024-10-07
376,Seller_00376,3,active,2002-06-03
377,Seller_00377,5,active,2019-12-04
378,Seller_00378,4,active,2000-08-04
379,Seller_00379,1,active,2008-04-28
380,Seller_00380,0,active,2017-10-10
381,Seller_00381,0,active,2024-07-21
382,Seller_00382,0,active,2024-03-17
383,Seller_00383,5,blocked,2019-02-23
384,Seller_00384,5,active,2008-11-18
385,Seller_00385,1,active,2026-02-10
386,Seller_00386,3,active,2000-04-19
387,Seller_00387,5,active,2011-02-26
388,Seller_00388,3,active,2021-01-24
389,Seller_00389,4,active,2019-08-29
390,Seller_00390,1,active,2008-07-06
391,Seller_00391,0,active,2000-05-03
392,Seller_00392,1,active,2024-11-04
393,Seller_00393,5,active,2012-09-26
394,Seller_00394,3,blocked,2006-07-23
395,Seller_00395,4,active,2011-03-10
396,Seller_00396,3,active,2003-04-28
397,Seller_00397,0,active,2024-08-10
398,Seller_00398,2,active,2010-03-15
399,Seller_00399,0,active,2012-05-01
400,Seller_00400,0,active,2022-03-31
401,Seller_00401,0,active,2022-10-13
402,Seller_00402,0,active,2002-09-21
403,Seller_00403,3,active,2022-01-18
404,Seller_00404,1,active,2017-10-10
405,Seller_00405,3,active,2012-09-14
406,Seller_00406,4,active,2015-06-03
407,Seller_00407,2,blocked,2026-01-14
408,Seller_00408,1,active,2026-07-27
409,Seller_00409,2,active,2025-10-30
410,Seller_00410,3,active,2009-07-08
411,Seller_00411,3,active,2026-12-10
412,Seller_00412,5,active,2002-04-13
413,Seller_00413,0,active,2003-08-01
414,Seller_00414,5,active,2009-04-14
415,Seller_00415,1,active,2002-03-26
416,Seller_00416,4,active,2005-04-21
417,Seller_00417,5,active,2001-02-07
418,Seller_00418,5,active,2018-09-27
419,Seller_00419,0,active,2023-03-03
420,Seller_00420,0,active,2018-10-21
421,Seller_00421,4,active,2021-01-01
422,Seller_00422,2,active,2020-11-08
423,Seller_00423,0,active,2008-12-04
424,Seller_00424,2,active,2004-10-15
425,Seller_00425,3,active,2020-04-21
426,Seller_00426,3,active,2019-08-31
427,Seller_00427,5,active,2024-12-15
428,Seller_00428,5,active,2026-09-21
429,Seller_00429,4,active,2000-04-05
430,Seller_00430,5,active,2023-11-26
431,Seller_00431,2,active,2016-09-22
432,Seller_00432,1,active,2026-06-23
433,Seller_00433,3,active,2001-03-21
434,Seller_00434,0,active,2024-10-09
435,Seller_00435,0,active,2022-04-25
436,Seller_00436,4,active,2010-02-26
437,Seller_00437,1,active,2002-03-03
438,Seller_00438,3,active,2016-09-17
439,Seller_00439,1,active,2013-04-18
440,Seller_00440,4,active,2000-04-14
441,Seller_00441,5,active,2021-10-11
442,Seller_00442,4,active,2020-05-17
443,Seller_00443,2,active,2009-12-26
444,Seller_00444,1,active,2024-02-27
445,Seller_00445,4,active,2013-12-09
446,Seller_00446,2,active,2025-03-26
447,Seller_00447,5,active,2007-08-29
448,Seller_00448,1,active,2000-02-21
449,Seller_00449,2,active,2026-08-16
450,Seller_00450,2,active,2011-01-20
451,Seller_00451,3,active,2011-10-30
452,Seller_00452,2,active,2011-08-11
453,Seller_00453,2,active,2012-02-10
454,Seller_00454,3,active,2019-11-16
455,Seller_00455,0,active,2024-01-08
456,Seller_00456,3,active,2014-09-27
457,Seller_00457,4,active,2020-10-26
458,Seller_00458,2,active,2003-05-30
459,Seller_00459,0,active,2003-07-11
460,Seller_00460,4,active,2007-10-02
461,Seller_00461,4,blocked,2001-04-03
462,Seller_00462,0,active,2016-12-12
463,Seller_00463,4,active,2024-01-07
464,Seller_00464,2,active,2022-11-24
465,Seller_00465,2,active,2019-11-10
466,Seller_00466,4,active,2018-11-04
467,Seller_00467,0,blocked,2018-06-06
468,Seller_00468,4,active,2008-07-31
469,Seller_00469,3,blocked,2014-09-04
470,Seller_00470,3,active,2011-08-13
471,Seller_00471,0,active,2005-05-08
472,Seller_00472,1,active,2007-10-26
473,Seller_00473,1,active,2011-04-23
474,Seller_00474,0,active,2025-10-23
475,Seller_00475,0,active,2012-01-30
476,Seller_00476,3,active,2012-11-22
477,Seller_00477,5,active,2002-01-23
478,Seller_00478,1,active,2012-01-25
479,Seller_00479,4,active,2019-05-03
480,Seller_00480,4,active,2011-03-17
481,Seller_00481,5,active,2007-01-16
482,Seller_00482,2,active,2020-08-29
483,Seller_00483,5,active,2014-09-05
484,Seller_00484,4,active,2020-05-17
485,Seller_00485,2,active,2020-04-06
486,Seller_00486,2,active,2000-04-22
487,Seller_00487,3,active,2015-08-21
488,Seller_00488,4,active,2006-08-21
489,Seller_00489,1,active,2017-05-15
490,Seller_00490,0,active,2022-02-23
491,Seller_00491,3,active,2024-02-10
492,Seller_00492,3,active,2021-12-31
493,Seller_00493,4,active,2006-02-20
494,Seller_00494,5,active,2004-12-10
495,Seller_00495,4,active,2016-08-18
496,Seller_00496,1,active,2005-04-01
497,Seller_00497,4,active,2006-09-25
498,Seller_00498,0,blocked,2023-04-19
499,Seller_00499,0,active,2013-08-19
500,Seller_00500,4,active,2015-08-05
501,Seller_00501,3,active,2003-02-09
502,Seller_00502,3,active,2014-01-15
503,Seller_00503,2,active,2003-07-03
504,Seller_00504,1,active,2026-01-22
505,Seller_00505,3,active,2013-11-21
506,Seller_00506,5,active,2022-03-11
507,Seller_00507,2,active,2024-11-17
508,Seller_00508,5,active,2000-01-05
509,Seller_00509,2,active,2022-12-30
510,Seller_00510,1,active,2008-08-20
511,Seller_00511,4,active,2026-06-22
512,Seller_00512,0,active,2004-09-17
513,Seller_00513,4,active,2013-03-19
514,Seller_00514,3,active,2017-09-21
515,Seller_00515,1,active,2005-12-27
516,Seller_00516,0,active,2017-07-01
517,Seller_00517,2,blocked,2015-03-09
518,Seller_00518,4,active,2007-01-12
519,Seller_00519,4,active,2024-12-29
520,Seller_00520,2,active,2014-09-19
521,Seller_00521,2,active,2021-05-13
522,Seller_00522,0,active,2005-08-25
523,Seller_00523,0,active,2012-08-18
524,Seller_00524,5,active,2020-06-15
525,Seller_00525,2,active,2005-10-25
526,Seller_00526,0,active,2009-01-03
527,Seller_00527,5,active,2011-07-01
528,Seller_00528,3,active,2001-12-24
529,Seller_00529,4,active,2007-08-10
530,Seller_00530,4,active,2014-11-17
531,Seller_00531,4,active,2021-10-03
532,Seller_00532,3,active,2015-01-27
533,Seller_00533,3,active,2015-09-29
534,Seller_00534,2,active,2011-06-27
535,Seller_00535,4,active,2010-05-18
536,Seller_00536,5,active,2005-08-26
537,Seller_00537,0,active,2007-09-23
538,Seller_00538,5,active,2019-04-03
539,Seller_00539,2,active,2013-10-30
540,Seller_00540,2,active,2013-01-23
541,Seller_00541,2,active,2001-01-27
542,Seller_00542,0,active,2023-11-27
543,Seller_00543,0,active,2008-02-06
544,Seller_00544,4,active,2019-12-01
545,Seller_00545,5,active,2001-08-08
546,Seller_00546,3,active,2010-12-19
547,Seller_00547,3,active,2024-08-18
548,Seller_00548,5,active,2019-12-17
549,Seller_00549,5,active,2007-08-14
550,Seller_00550,3,active,2018-01-03
551,Seller_00551,4,active,2003-07-02
552,Seller_00552,4,active,2016-01-25
553,Seller_00553,4,active,2019-11-08
554,Seller_00554,3,active,2001-12-24
555,Seller_00555,0,active,2018-06-19
556,Seller_00556,0,active,2019-04-08
557,Seller_00557,4,active,2015-04-04
558,Seller_00558,2,active,2002-08-09
559,Seller_00559,3,active,2014-01-30
560,Seller_00560,0,active,2008-04-23
561,Seller_00561,2,active,2015-02-09
562,Seller_00562,3,active,2015-03-25
563,Seller_00563,1,active,2021-07-11
564,Seller_00564,3,active,2020-05-22
565,Seller_00565,1,active,2012-07-10
566,Seller_00566,0,active,2008-08-14
567,Seller_00567,2,active,2016-04-26
568,Seller_00568,0,active,2004-02-03
569,Seller_00569,3,active,2023-10-15
570,Seller_00570,1,active,2026-07-09
571,Seller_00571,3,active,2012-02-12
572,Seller_00572,4,active,2000-10-22
573,Seller_00573,3,active,2004-11-12
574,Seller_00574,1,active,2020-08-17
575,Seller_00575,2,active,2011-06-19
576,Seller_00576,3,active,2006-12-27
577,Seller_00577,4,active,2022-06-21
578,Seller_00578,4,active,2004-01-20
579,Seller_00579,4,active,2021-07-04
580,Seller_00580,5,active,2011-07-13
581,Seller_00581,4,active,2026-12-04
582,Seller_00582,1,active,2017-03-12
583,Seller_00583,0,active,2009-10-17
584,Seller_00584,1,active,2003-10-19
585,Seller_00585,1,active,2016-09-20
586,Seller_00586,0,active,2008-04-20
587,Seller_00587,5,active,2014-11-05
588,Seller_00588,4,active,2012-10-07
589,Seller_00589,0,active,2008-09-25
590,Seller_00590,2,active,2017-02-02
591,Seller_00591,4,active,2026-10-18
592,Seller_00592,1,active,2017-02-17
593,Seller_00593,1,active,2020-05-14
594,Seller_00594,4,active,2005-12-17
595,Seller_00595,2,active,2022-05-02
596,Seller_00596,3,active,2016-12-21
597,Seller_00597,1,active,2025-01-09
598,Seller_00598,1,active,2006-03-31
599,Seller_00599,3,active,2020-02-23
600,Seller_00600,2,active,2020-01-13
601,Seller_00601,5,active,2010-03-08
602,Seller_00602,2,active,2026-04-08
603,Seller_00603,4,active,2024-07-27
604,Seller_00604,0,active,2020-12-15
605,Seller_00605,4,active,2011-08-19
606,Seller_00606,3,active,2019-11-02
607,Seller_00607,4,active,2021-03-04
608,Seller_00608,2,active,2007-05-11
609,Seller_00609,0,active,2008-08-14
610,Seller_00610,2,active,2013-12-12
611,Seller_00611,4,active,2001-05-24
612,Seller_00612,0,blocked,2022-03-29
613,Seller_00613,1,active,2022-05-10
614,Seller_00614,4,active,2009-09-12
615,Seller_00615,2,active,2020-05-29
616,Seller_00616,1,active,2006-02-23
617,Seller_00617,0,active,2023-01-19
618,Seller_00618,3,active,2023-11-09
619,Seller_00619,3,active,2022-03-26
620,Seller_00620,3,active,2011-06-26
621,Seller_00621,3,active,2024-11-08
622,Seller_00622,1,active,2000-09-16
623,Seller_00623,5,active,2001-10-25
624,Seller_00624,1,active,2023-09-19
625,Seller_00625,1,active,2002-05-02
626,Seller_00626,5,active,2015-03-15
627,Seller_00627,3,active,2013-04-23
628,Seller_00628,0,active,2002-03-01
629,Seller_00629,1,active,2022-01-14
630,Seller_00630,0,active,2019-07-16
631,Seller_00631,5,active,2003-11-21
632,Seller_00632,1,active,2022-11-23
633,Seller_00633,0,active,2023-07-03
634,Seller_00634,0,active,2019-12-30
635,Seller_00635,5,active,2023-12-22
636,Seller_00636,1,active,2007-02-19
637,Seller_00637,2,active,2021-04-14
638,Seller_00638,0,active,2012-05-03
639,Seller_00639,5,active,2006-03-27
640,Seller_00640,2,active,2014-12-14
641,Seller_00641,1,active,2020-02-23
642,Seller_00642,2,active,2012-09-10
643,Seller_00643,5,active,2005-06-18
644,Seller_00644,2,active,2000-11-13
645,Seller_00645,3,active,2016-02-05
646,Seller_00646,3,active,2011-04-05
647,Seller_00647,2,active,2024-12-18
648,Seller_00648,3,active,2010-05-02
649,Seller_00649,0,active,2026-12-20
650,Seller_00650,3,active,2002-05-16
651,Seller_00651,2,active,2024-05-13
652,Seller_00652,0,active,2005-12-05
653,Seller_00653,5,active,2009-04-20
654,Seller_00654,3,active,2003-08-20
655,Seller_00655,0,active,2010-01-10
656,Seller_00656,3,active,2015-08-03
657,Seller_00657,2,active,2021-11-22
658,Seller_00658,0,active,2000-06-24
659,Seller_00659,0,active,2001-06-20
660,Seller_00660,1,active,2001-05-05
661,Seller_00661,0,active,2020-05-20
662,Seller_00662,3,active,2011-12-07
663,Seller_00663,4,active,2015-09-01
664,Seller_00664,3,active,2000-09-29
665,Seller_00665,4,active,2019-12-06
666,Seller_00666,3,active,2002-07-11
667,Seller_00667,5,active,2024-02-29
668,Seller_00668,0,active,2010-07-01
669,Seller_00669,0,active,2005-03-14
670,Seller_00670,5,active,2017-07-29
671,Seller_00671,3,active,2021-12-07
672,Seller_00672,5,active,2015-04-07
673,Seller_00673,0,active,2017-12-22
674,Seller_00674,3,active,2017-09-15
675,Seller_00675,3,active,2011-05-25
676,Seller_00676,3,active,2000-06-10
677,Seller_00677,5,active,2009-09-26
678,Seller_00678,2,active,2024-04-06
679,Seller_00679,2,active,2026-11-26
680,Seller_00680,2,active,2012-03-22
681,Seller_00681,5,active,2022-02-10
682,Seller_00682,2,active,2005-05-21
683,Seller_00683,4,active,2007-06-08
684,Seller_00684,5,active,2006-08-29
685,Seller_00685,1,active,2005-05-05
686,Seller_00686,3,active,2023-04-25
687,Seller_00687,5,active,2014-10-26
688,Seller_00688,2,active,2014-10-22
689,Seller_00689,1,active,2006-05-02
690,Seller_00690,5,active,2012-03-12
691,Seller_00691,1,active,2014-06-03
692,Seller_00692,3,active,2005-01-11
693,Seller_00693,5,active,2018-11-21
694,Seller_00694,1,active,2023-11-03
695,Seller_00695,1,active,2003-08-04
