idOrder,Users_id,Status,Create_Date,Paid_Date,Price_Total,Currency,Address_id
66,1623,created,2019-03-06 08:04:27,,2591.16,EUR,9681
67,1403,paid,2015-01-04 06:30:12,2015-01-04 09:04:12,1431.63,EUR,19
68,5558,shipped,2019-03-08 04:42:26,2019-03-14 10:42:26,920.63,EUR,6133
69,5142,created,2014-12-18 07:59:08,,1442.87,EUR,5673
70,7879,created,2010-05-14 22:32:50,,4952.23,EUR,784
71,6062,created,2008-11-20 00:45:49,,3752.75,EUR,5670
72,6574,created,2003-07-30 04:39:28,,2038.86,EUR,1559
73,871,created,2007-09-05 11:07:47,,2213.21,EUR,9784
74,6257,paid,2003-12-13 21:58:02,2003-12-20 02:40:02,3860.00,EUR,4467
75,3174,created,2024-09-03 04:51:20,,1500.14,EUR,9239
76,300,created,2009-01-17 13:29:32,,4252.58,EUR,4595
77,619,created,2018-06-05 15:39:06,,1838.73,EUR,4162
78,4369,created,2006-05-21 06:29:34,,612.04,EUR,3364
79,4434,created,2025-12-30 23:27:16,,1248.70,EUR,227
80,4426,created,2019-10-30 12:54:26,,3093.51,EUR,3784
81,419,paid,2016-06-16 16:15:31,2016-06-22 06:06:31,263.77,EUR,5294
82,878,paid,2025-03-04 12:21:30,2025-03-06 18:37:30,4551.46,EUR,906
83,3685,created,2007-02-18 15:39:13,,384.50,EUR,732
84,3072,created,2010-04-09 16:46:07,,3409.13,EUR,6641
85,9829,shipped,2014-02-18 13:49:03,2014-02-24 00:59:03,3052.92,EUR,667
86,6100,shipped,2019-05-18 10:53:06,2019-05-23 19:10:06,2967.85,EUR,511
87,169,created,2003-01-29 19:50:59,,2870.51,EUR,3928
88,6655,shipped,2002-09-30 17:55:55,2002-10-07 10:49:55,545.77,EUR,9815
89,75,paid,2022-01-10 02:47:16,2022-01-16 05:02:16,751.50,EUR,3445
90,5059,created,2011-11-25 13:41:45,,1710.82,EUR,213
91,3423,created,2018-09-11 17:50:42,,1320.95,EUR,4709
92,4915,paid,2012-05-28 06:46:26,2012-06-03 09:03:26,3675.57,EUR,5089
93,3742,created,2009-10-05 14:50:17,,841.75,EUR,8733
94,7351,cancelled,2012-05-29 00:37:56,,4256.58,EUR,2066
95,1279,shipped,2012-11-30 18:26:23,2012-12-05 01:35:23,425.89,EUR,9430
96,2742,shipped,2006-12-27 15:34:50,2006-12-29 11:47:50,4219.93,EUR,1267
97,6379,created,2011-03-02 16:42:26,,1749.93,EUR,2871
98,3579,created,2020-02-27 20:28:52,,1161.82,EUR,9458
99,4147,created,2014-01-23 07:57:43,,542.38,EUR,2430
100,4081,paid,2015-02-16 20:35:09,2015-02-21 13:19:09,3481.29,EUR,7495
101,3501,shipped,2004-10-21 00:34:53,2004-10-26 07:19:53,3960.85,EUR,1124
102,9022,created,2002-01-24 16:37:54,,294.13,EUR,6362
103,262,created,2014-09-14 21:59:38,,1303.77,EUR,1246
104,6965,created,2009-10-28 01:54:38,,1798.85,EUR,2610
105,4947,paid,2011-07-17 22:04:46,2011-07-21 03:41:46,4501.77,EUR,8926
106,3961,created,2021-07-01 02:26:57,,130.82,EUR,3138
107,6436,created,2002-12-17 10:38:33,,3412.90,EUR,138
108,8290,created,2008-01-03 19:29:14,,3789.87,EUR,5815
109,2477,created,2012-03-22 19:48:50,,471.82,EUR,3176
110,7129,shipped,2014-10-22 19:44:19,2014-10-29 09:02:19,1958.60,EUR,6893
111,4530,created,2005-10-16 15:05:49,,3743.54,EUR,3378
112,3835,created,2022-03-07 19:26:08,,3606.99,EUR,7222
113,5033,created,2020-08-11 18:47:20,,1378.02,EUR,6776
114,1709,created,2005-02-24 10:25:07,,4374.71,EUR,4813
115,5243,paid,2008-11-08 11:56:59,2008-11-10 11:10:59,4098.90,EUR,2833
116,4044,shipped,2006-01-07 10:40:07,2006-01-11 03:01:07,3601.21,EUR,2437
117,6321,paid,2015-11-28 23:48:17,2015-12-01 05:15:17,2455.53,EUR,3624
118,2250,created,2010-07-04 10:05:16,,1743.98,EUR,2642
119,7021,created,2021-06-02 04:09:08,,63.75,EUR,7350
120,927,shipped,2021-04-05 03:09:28,2021-04-11 22:36:28,2288.64,EUR,1208
121,939,created,2018-02-01 22:23:05,,4637.62,EUR,9295
122,3556,shipped,2016-06-07 16:06:20,2016-06-12 15:18:20,401.41,EUR,307
123,3537,paid,2022-02-26 14:23:16,2022-03-03 00:56:16,2853.35,EUR,4670
124,4775,created,2023-01-20 23:15:18,,2949.79,EUR,5779
125,4047,shipped,2003-06-10 03:46:20,2003-06-12 10:17:20,1759.62,EUR,3330
126,1716,shipped,2004-10-19 23:48:26,2004-10-20 10:42:26,2178.21,EUR,6187
127,2851,created,2015-09-19 21:28:24,,2845.13,EUR,1336
128,910,created,2025-06-28 02:51:18,,3655.65,EUR,365
129,1573,cancelled,2020-06-02 12:31:36,,4977.21,EUR,7129
130,5501,paid,2013-07-17 15:45:04,2013-07-19 02:51:04,1000.69,EUR,4786
131,7236,created,2001-05-14 19:13:02,,2421.43,EUR,9920
132,3164,created,2010-08-11 10:32:47,,2108.10,EUR,306
133,906,created,2002-02-14 19:29:18,,1263.34,EUR,9903
134,1726,paid,2025-01-25 22:27:23,2025-01-31 22:10:23,3254.30,EUR,510
135,5970,shipped,2007-06-23 21:57:14,2007-06-26 20:43:14,3591.21,EUR,4142
136,5189,created,2000-04-19 22:45:50,,1142.31,EUR,2188
137,8178,paid,2001-06-29 04:02:24,2001-07-05 15:47:24,1922.02,EUR,5105
138,3350,created,2011-01-25 01:46:03,,4709.18,EUR,7415
139,3435,created,2022-08-01 23:17:47,,3692.86,EUR,6162
140,5898,created,2018-08-21 17:13:24,,2525.50,EUR,2905
141,1733,paid,2005-08-01 03:03:50,2005-08-03 21:07:50,243.15,EUR,1489
142,1419,shipped,2009-04-16 03:40:25,2009-04-17 06:49:25,3600.52,EUR,7071
143,3171,created,2007-08-08 05:19:03,,1834.45,EUR,3444
144,447,paid,2024-04-05 13:21:36,2024-04-07 10:36:36,2411.28,EUR,7651
145,4675,created,2022-10-31 07:01:12,,1238.12,EUR,8664
146,7175,shipped,2026-02-01 06:52:55,2026-02-02 15:07:55,1742.95,EUR,5662
147,7953,paid,2012-01-19 03:53:11,2012-01-24 03:49:11,1791.31,EUR,4420
148,3357,created,2012-06-06 21:35:05,,529.05,EUR,9340
149,1087,created,2013-02-10 01:01:15,,2893.99,EUR,3214
150,627,paid,2012-02-08 05:53:06,2012-02-14 02:27:06,654.53,EUR,4417
151,4933,shipped,2024-07-17 20:42:50,2024-07-20 15:18:50,4793.39,EUR,6295
152,1486,cancelled,2001-12-21 13:16:30,,525.16,EUR,6460
153,3887,created,2014-06-01 15:33:48,,4311.38,EUR,8111
154,9249,created,2009-02-14 00:15:28,,3084.33,EUR,8200
155,3595,paid,2002-07-21 06:34:50,2002-07-23 09:46:50,4412.77,EUR,2490
156,4483,shipped,2019-05-13 01:45:45,2019-05-13 08:25:45,2637.34,EUR,1266
157,7894,paid,2003-04-04 23:11:32,2003-04-10 15:28:32,3770.61,EUR,1897
158,5983,created,2012-11-25 10:06:55,,356.33,EUR,9639
159,509,paid,2015-07-14 07:29:30,2015-07-16 19:09:30,399.88,EUR,8884
160,2227,created,2012-07-10 13:12:57,,715.30,EUR,6774
161,8507,paid,2000-09-25 23:38:40,2000-09-26 05:40:40,3346.09,EUR,485
162,2028,created,2000-08-13 05:34:13,,342.13,EUR,522
163,4417,shipped,2021-05-16 04:45:12,2021-05-20 18:32:12,2390.88,EUR,6070
164,731,created,2007-11-19 00:25:15,,3621.41,EUR,7078
165,2232,paid,2002-01-01 14:49:34,2002-01-04 07:27:34,179.67,EUR,7916
166,8471,created,2005-02-09 21:08:10,,1596.60,EUR,6393
167,854,created,2008-09-19 04:27:41,,1190.14,EUR,9684
168,1894,created,2013-09-10 03:30:13,,3071.64,EUR,2836
169,3957,paid,2018-10-28 08:00:35,2018-10-31 13:54:35,2948.67,EUR,8755
170,93,paid,2012-08-28 17:13:58,2012-08-31 05:17:58,3756.70,EUR,3046
171,3962,created,2002-09-17 14:16:17,,1310.18,EUR,6057
172,69,created,2011-04-29 09:14:52,,954.47,EUR,8346
173,3716,created,2003-11-29 09:18:51,,4557.25,EUR,1790
174,614,created,2024-05-01 00:19:48,,2709.15,EUR,680
175,5801,paid,2020-04-27 09:17:15,2020-05-02 09:22:15,3915.49,EUR,9707
176,3137,paid,2014-10-11 11:16:27,2014-10-13 18:19:27,4408.31,EUR,5219
177,2610,created,2002-06-17 12:11:59,,546.83,EUR,9912
178,2166,created,2002-09-13 17:09:09,,4063.23,EUR,1162
179,4075,created,2018-07-07 17:50:25,,4119.30,EUR,6463
180,6274,shipped,2021-09-06 15:45:40,2021-09-12 11:14:40,1115.14,EUR,929
181,3435,paid,2018-11-02 04:38:48,2018-11-07 21:09:48,4083.48,EUR,1668
182,2459,cancelled,2018-04-26 19:51:36,,4854.40,EUR,5010
183,7000,paid,2018-04-29 19:24:47,2018-05-03 11:22:47,2632.53,EUR,1946
184,1725,paid,2014-12-16 14:42:32,2014-12-19 06:09:32,287.28,EUR,5678
185,2073,created,2015-01-28 12:53:45,,829.45,EUR,5350
186,1709,created,2005-04-09 19:51:27,,132.90,EUR,3111
187,6274,created,2024-06-22 11:10:20,,3086.31,EUR,2921
188,3262,created,2005-09-06 22:07:07,,2146.96,EUR,6043
189,3556,created,2000-03-27 16:04:40,,4321.75,EUR,6325
190,6059,created,2015-08-30 19:05:39,,4397.34,EUR,7924
191,7641,created,2024-11-19 18:21:52,,4311.41,EUR,9682
192,1,created,2009-07-17 04:16:05,,4903.86,EUR,3040
193,2183,created,2010-09-24 02:12:06,,4154.74,EUR,6239
194,6551,paid,2011-07-02 00:19:32,2011-07-05 19:53:32,1650.69,EUR,356
195,9587,created,2022-05-15 02:36:03,,1743.13,EUR,465
196,2279,created,2022-08-14 23:53:21,,3329.94,EUR,2029
197,5998,paid,2017-07-31 02:23:58,2017-08-06 01:36:58,558.11,EUR,8796
198,9492,created,2026-01-01 19:14:40,,4117.35,EUR,2672
199,5946,paid,2002-04-19 18:37:56,2002-04-24 19:44:56,2876.51,EUR,6423
200,8949,created,2022-06-02 16:04:04,,3102.83,EUR,3632
201,3777,paid,2011-09-29 19:00:34,2011-10-03 11:47:34,1833.52,EUR,2992
202,8461,paid,2023-04-23 13:16:50,2023-04-29 04:51:50,3373.59,EUR,429
203,2218,created,2026-07-25 23:46:35,,4934.28,EUR,2821
204,5964,created,2000-11-03 09:39:16,,4293.54,EUR,1312
205,3275,paid,2003-12-12 20:32:06,2003-12-17 02:34:06,4920.74,EUR,1232
206,2125,paid,2021-12-16 16:38:15,2021-12-20 12:59:15,1737.97,EUR,9061
207,7687,paid,2003-06-19 22:08:18,2003-06-21 23:08:18,3379.40,EUR,4842
208,6371,created,2016-01-08 01:15:01,,2985.70,EUR,2770
209,8458,paid,2005-05-10 07:01:31,2005-05-15 21:53:31,4713.07,EUR,3872
210,2142,paid,2000-02-18 09:14:04,2000-02-21 21:58:04,1116.88,EUR,7785
211,5245,created,2026-10-27 08:37:42,,2600.32,EUR,842
212,6303,paid,2002-11-10 22:39:45,2002-11-11 00:06:45,3546.59,EUR,2723
213,298,created,2009-04-05 17:39:41,,1322.87,EUR,713
214,5274,created,2018-11-17 19:36:45,,70.59,EUR,8080
215,3185,created,2017-10-19 01:19:06,,2771.08,EUR,8270
216,6192,created,2012-09-22 07:36:42,,4596.11,EUR,1289
217,6114,created,2008-06-05 00:18:30,,3693.31,EUR,6933
218,1369,created,2025-01-04 01:56:34,,966.59,EUR,3697
219,7158,cancelled,2012-12-29 16:57:45,,724.83,EUR,9709
220,9980,created,2021-07-24 02:53:00,,2087.74,EUR,9956
221,1027,paid,2020-09-24 21:59:47,2020-09-25 02:53:47,3640.41,EUR,9815
222,6038,paid,2012-06-18 22:06:35,2012-06-19 19:53:35,3139.57,EUR,4794
223,8056,cancelled,2006-10-22 05:24:38,,4754.00,EUR,3277
224,3693,created,2001-03-12 14:20:56,,2238.79,EUR,5161
225,2978,created,2016-10-17 11:14:43,,286.31,EUR,564
226,2525,paid,2023-05-31 12:56:20,2023-06-02 10:59:20,4546.64,EUR,4433
227,5173,created,2026-03-14 08:33:42,,2453.94,EUR,6444
228,6931,created,2015-02-21 10:17:54,,2649.42,EUR,1955
229,9445,created,2026-10-27 20:40:32,,4484.03,EUR,4927
230,6876,shipped,2011-11-20 02:01:30,2011-11-22 11:51:30,1007.50,EUR,735
231,872,paid,2026-09-04 04:14:22,2026-09-05 10:26:22,2995.96,EUR,3188
232,639,created,2015-11-17 09:24:20,,3549.92,EUR,6813
233,3943,created,2016-10-11 00:50:28,,2085.43,EUR,5451
234,3294,shipped,2019-02-21 03:16:59,2019-02-23 11:39:59,1989.50,EUR,7745
235,5133,created,2010-07-07 02:50:42,,1158.70,EUR,1889
236,1698,created,2015-10-01 23:10:29,,1836.26,EUR,4571
237,508,created,2008-05-02 21:56:28,,977.10,EUR,5047
238,6187,shipped,2019-11-17 19:25:12,2019-11-24 12:16:12,579.66,EUR,9155
239,2169,cancelled,2019-10-27 06:46:40,,1542.20,EUR,8127
240,5135,cancelled,2014-12-06 22:41:53,,449.27,EUR,8176
241,690,paid,2009-05-20 23:54:52,2009-05-21 15:01:52,3728.56,EUR,564
242,8560,created,2005-01-27 11:42:19,,3232.17,EUR,6002
243,3159,created,2013-10-15 15:56:28,,114.97,EUR,1291
244,8317,created,2006-10-09 07:53:39,,4423.16,EUR,1958
245,5235,created,2023-11-24 19:33:58,,3794.90,EUR,883
246,8573,created,2023-09-21 08:49:58,,4412.12,EUR,303
247,2460,shipped,2000-09-15 13:57:33,2000-09-17 00:06:33,2805.98,EUR,3358
248,8724,shipped,2011-07-15 16:40:42,2011-07-21 06:23:42,1383.99,EUR,8878
249,1962,paid,2022-08-28 03:50:54,2022-08-31 14:58:54,506.99,EUR,3624
250,1267,created,2026-09-08 17:28:39,,3024.48,EUR,5536
251,9823,shipped,2010-03-30 17:50:50,2010-04-03 06:18:50,2435.91,EUR,4342
252,9453,created,2003-10-26 20:33:44,,2167.03,EUR,1199
253,8766,shipped,2001-01-06 14:06:02,2001-01-10 19:10:02,2646.87,EUR,2749
254,7862,paid,2002-05-20 20:54:17,2002-05-22 05:24:17,4985.70,EUR,4618
255,9276,created,2000-06-20 02:48:31,,2237.61,EUR,5493
256,5274,shipped,2010-07-18 07:25:57,2010-07-18 12:36:57,4948.18,EUR,9545
257,1495,created,2002-05-10 15:45:22,,2354.74,EUR,2123
258,2035,paid,2007-10-16 21:48:25,2007-10-20 21:49:25,346.07,EUR,1822
259,4045,paid,2024-06-29 23:36:51,2024-07-06 02:34:51,1713.27,EUR,6947
260,1519,paid,2013-01-23 09:28:38,2013-01-23 13:06:38,4653.87,EUR,8129
261,693,paid,2008-02-25 08:03:08,2008-02-25 14:13:08,3352.84,EUR,8153
262,966,shipped,2011-03-11 13:57:07,2011-03-14 20:28:07,3439.99,EUR,2408
263,9416,created,2007-05-02 10:14:21,,2330.84,EUR,3585
264,1173,created,2018-07-05 19:19:04,,37.41,EUR,2052
265,3028,paid,2013-04-23 01:33:44,2013-04-27 04:14:44,3582.10,EUR,1635
266,8068,created,2013-05-07 16:34:07,,2527.03,EUR,3041
267,6833,shipped,2019-06-23 12:15:06,2019-06-27 05:49:06,4222.71,EUR,3672
268,253,shipped,2024-01-13 07:42:35,2024-01-18 12:29:35,643.48,EUR,4203
269,3139,created,2001-09-25 23:14:03,,1805.87,EUR,6336
270,6766,created,2006-12-03 07:31:16,,2192.56,EUR,3889
271,4555,created,2009-02-07 21:39:05,,318.32,EUR,438
272,9405,created,2000-02-26 18:00:45,,892.07,EUR,1971
273,6457,cancelled,2003-05-23 03:38:35,,641.13,EUR,5512
274,6775,paid,2013-10-12 16:10:37,2013-10-18 17:32:37,438.34,EUR,4487
275,211,created,2012-01-25 19:34:29,,1292.03,EUR,4963
276,2692,created,2019-04-16 05:01:48,,4459.88,EUR,6481
277,4332,created,2018-10-15 07:43:42,,2106.66,EUR,2165
278,8266,paid,2001-07-19 02:11:12,2001-07-21 13:53:12,2516.95,EUR,5871
279,4486,paid,2008-06-18 01:30:56,2008-06-24 23:52:56,1670.68,EUR,2559
280,680,paid,2026-02-19 00:36:35,2026-02-19 16:04:35,4421.09,EUR,9014
281,9286,created,2003-03-01 19:27:18,,3078.93,EUR,2060
282,1194,shipped,2005-04-24 10:26:37,2005-04-30 02:49:37,2638.77,EUR,5882
283,8728,created,2015-08-17 22:31:33,,3445.17,EUR,1055
284,5646,paid,2022-04-12 06:46:03,2022-04-15 17:02:03,3293.39,EUR,3116
285,5193,created,2019-01-13 01:21:07,,3169.87,EUR,908
286,3882,paid,2013-11-29 04:46:34,2013-12-05 02:52:34,2795.64,EUR,4807
287,8715,paid,2010-01-30 04:19:44,2010-02-03 23:02:44,4794.16,EUR,617
288,7908,shipped,2012-03-20 13:41:31,2012-03-21 06:10:31,4267.72,EUR,5055
289,7513,paid,2014-09-18 07:42:48,2014-09-20 08:46:48,1575.97,EUR,2888
290,1960,created,2012-08-06 06:56:11,,1851.83,EUR,3363
291,7038,created,2000-04-05 10:50:49,,3911.87,EUR,1039
292,4506,created,2002-03-07 05:15:06,,3501.91,EUR,7116
293,7119,paid,2011-06-25 21:26:51,2011-06-27 08:11:51,878.53,EUR,24
294,9051,shipped,2012-09-15 08:06:05,2012-09-17 14:08:05,4350.43,EUR,3645
295,7087,shipped,2026-02-22 16:07:37,2026-02-26 09:43:37,4886.89,EUR,8846
296,6907,shipped,2025-04-26 00:27:34,2025-05-02 19:26:34,1329.84,EUR,8170
297,5830,paid,2008-01-02 03:13:44,2008-01-05 23:06:44,4723.28,EUR,4871
298,7424,paid,2010-06-17 08:59:52,2010-06-24 06:02:52,3011.40,EUR,350
299,7810,created,2020-05-14 20:49:23,,2778.29,EUR,3625
300,2416,created,2016-10-13 00:08:35,,4520.65,EUR,535
301,823,created,2011-07-08 18:46:07,,2442.33,EUR,3878
302,3976,shipped,2020-02-20 01:25:38,2020-02-22 17:53:38,2429.69,EUR,6469
303,9290,paid,2018-02-07 16:09:41,2018-02-11 07:31:41,1783.07,EUR,4196
304,5265,created,2018-04-23 12:30:29,,4885.67,EUR,9652
305,4820,created,2000-12-04 22:08:25,,2703.98,EUR,1633
306,7894,created,2014-04-17 15:36:00,,2603.24,EUR,395
307,1963,created,2000-11-02 14:59:54,,3146.94,EUR,784
308,5062,created,2025-06-04 23:11:56,,1314.86,EUR,4548
309,5024,created,2020-01-20 11:46:48,,707.39,EUR,7918
310,8516,paid,2014-02-04 03:32:22,2014-02-04 12:48:22,416.73,EUR,7939
311,9653,created,2023-11-08 01:34:56,,4363.56,EUR,4309
312,7535,shipped,2025-09-30 03:21:20,2025-10-03 00:40:20,4462.56,EUR,3216
313,4224,created,2025-05-19 18:55:14,,4143.06,EUR,6386
314,3710,paid,2020-02-19 08:29:31,2020-02-25 16:09:31,1728.12,EUR,4012
315,8116,created,2000-02-03 04:11:53,,1334.50,EUR,6891
316,4239,created,2020-02-21 11:58:58,,2692.86,EUR,6396
317,1395,paid,2003-09-27 06:51:58,2003-09-30 11:00:58,578.75,EUR,5064
318,9429,paid,2026-10-05 22:49:58,2026-10-12 13:45:58,3453.68,EUR,9376
319,7564,cancelled,2001-02-26 19:01:12,,511.92,EUR,7452
320,6283,cancelled,2009-09-03 20:20:25,,3176.33,EUR,6522
321,4304,created,2000-11-22 16:25:16,,1886.40,EUR,7153
322,4018,created,2013-01-14 12:19:59,,1264.95,EUR,1476
323,2238,shipped,2017-07-19 02:14:34,2017-07-24 07:13:34,3542.07,EUR,1507
324,7052,created,2002-09-12 22:59:33,,4296.17,EUR,4545
325,7411,created,2021-03-14 15:25:06,,703.67,EUR,6730
326,4325,created,2007-11-09 03:31:40,,1272.45,EUR,7281
327,3581,created,2019-10-27 21:04:21,,1259.14,EUR,3704
328,9577,paid,2025-08-31 18:42:21,2025-09-02 18:38:21,2412.43,EUR,8607
329,2463,created,2022-07-09 02:28:47,,2264.82,EUR,9544
330,8113,created,2019-09-29 16:50:46,,4330.28,EUR,643
331,9339,paid,2006-07-09 20:52:48,2006-07-13 17:18:48,4976.37,EUR,4580
332,6303,created,2020-02-24 11:46:04,,1501.41,EUR,5535
333,5813,paid,2022-09-28 05:15:13,2022-10-05 00:46:13,3235.30,EUR,7706
334,9102,shipped,2010-08-28 23:38:12,2010-09-03 20:56:12,4609.13,EUR,7345
335,3481,created,2019-12-23 03:37:48,,4952.32,EUR,6748
336,9740,paid,2005-09-15 21:15:43,2005-09-21 08:35:43,338.72,EUR,8498
337,5107,paid,2026-10-18 08:23:32,2026-10-22 17:18:32,3559.95,EUR,3225
338,9678,created,2006-06-22 17:51:03,,2577.37,EUR,7010
339,2199,shipped,2009-08-01 09:46:15,2009-08-04 21:45:15,2247.22,EUR,761
340,9781,paid,2018-04-18 20:07:06,2018-04-22 04:12:06,2039.93,EUR,7183
341,723,shipped,2002-10-19 14:39:56,2002-10-23 22:35:56,3980.79,EUR,6422
342,4364,shipped,2026-07-09 05:32:03,2026-07-14 17:22:03,850.75,EUR,7663
343,938,created,2015-09-29 14:17:19,,2250.32,EUR,3719
344,426,paid,2022-04-29 20:40:07,2022-05-01 23:14:07,3795.92,EUR,1447
345,798,created,2020-11-08 05:01:54,,1082.99,EUR,7353
346,7441,created,2006-06-21 18:12:39,,4975.28,EUR,475
347,354,created,2006-11-14 22:39:13,,3039.34,EUR,7729
348,9570,paid,2014-05-07 18:33:40,2014-05-13 05:57:40,605.92,EUR,6082
349,3776,paid,2026-05-21 15:26:26,2026-05-23 18:39:26,177.53,EUR,5239
350,3441,shipped,2023-01-30 15:07:35,2023-02-05 21:27:35,1957.63,EUR,3582
351,5761,paid,2003-11-24 12:51:30,2003-11-26 11:25:30,3961.39,EUR,8118
352,5953,created,2014-11-02 18:53:39,,1602.81,EUR,1028
353,2029,created,2018-02-27 13:49:51,,4146.23,EUR,6636
354,2238,shipped,2004-04-15 16:27:47,2004-04-17 16:41:47,3653.31,EUR,4671
355,9946,shipped,2009-02-09 18:46:19,2009-02-10 10:11:19,829.78,EUR,9319
356,8957,created,2014-03-09 05:10:22,,1819.05,EUR,3981
357,5838,cancelled,2009-08-12 00:33:39,,3163.07,EUR,9581
358,1692,shipped,2019-05-25 02:19:30,2019-05-30 15:24:30,426.76,EUR,8252
359,624,shipped,2025-12-25 08:24:35,2025-12-28 23:19:35,4096.27,EUR,487
360,2446,created,2020-09-04 18:42:18,,1282.80,EUR,2808
361,2937,created,2012-09-17 04:20:15,,1411.30,EUR,7003
362,3576,created,2026-01-29 13:11:50,,956.89,EUR,1900
363,8444,created,2005-11-10 08:22:23,,1944.97,EUR,351
364,8689,shipped,2005-08-26 04:27:36,2005-08-30 03:04:36,1089.92,EUR,5530
