idUser_Addresses,User_id,Address_id
295,200,4252
296,201,8573
297,202,4951
298,203,377
299,203,5559
300,204,1750
301,205,1338
302,206,7362
303,207,2253
304,208,2726
305,208,1213
306,209,2575
307,210,194
308,210,7538
309,211,3164
310,211,8981
311,212,9605
312,213,8298
313,213,7235
314,214,1749
315,215,7442
316,216,1485
317,216,5793
318,217,3438
319,218,2876
320,218,8307
321,219,378
322,219,5872
323,220,7116
324,220,657
325,221,4389
326,221,8776
327,222,6128
328,222,4846
329,223,7203
330,223,900
331,224,4620
332,225,8729
333,225,5194
334,226,8667
335,227,1378
336,227,7811
337,228,5698
338,229,995
339,229,7661
340,230,5169
341,230,2005
342,231,643
343,231,117
344,232,3275
345,233,5212
346,234,6113
347,234,8433
348,235,1667
349,236,89
350,237,8464
351,238,4389
352,239,2073
353,239,7990
354,240,2553
355,241,6594
356,242,9424
357,243,6897
358,243,8719
359,244,9267
360,244,1401
361,245,8380
362,246,348
363,247,7308
364,248,3153
365,249,8002
366,249,6075
367,250,898
368,251,58
369,252,1209
370,252,8503
371,253,3271
372,254,5015
373,255,1813
374,255,1517
375,256,1754
376,256,7732
377,257,6245
378,258,5735
379,258,6742
380,259,3099
381,260,7411
382,260,5460
383,261,9791
384,261,6546
385,262,6493
386,262,102
387,263,2898
388,263,39
389,264,5553
390,264,3424
391,265,4568
392,266,4882
393,267,1731
394,268,8654
395,268,9141
396,269,2961
397,269,8602
398,270,6048
399,270,8054
400,271,5062
401,271,9553
402,272,5353
403,273,4445
404,274,7737
405,275,8428
406,276,2846
407,276,4644
408,277,9906
409,277,5891
410,278,3605
411,278,590
412,279,3745
413,280,4274
414,281,5707
415,282,2857
416,282,3374
417,283,4361
418,283,5875
419,284,8979
420,284,6714
421,285,1619
422,285,4024
423,286,9508
424,287,6202
425,288,7394
426,289,1986
427,290,1307
428,291,8270
429,292,9897
430,293,7321
431,293,6977
432,294,3059
433,295,8798
434,296,430
435,296,9480
436,297,6336
437,298,294
438,299,7571
439,299,3709
440,300,4910
441,301,5151
442,302,2763
443,302,4743
444,303,6969
445,303,34
446,304,2272
447,305,8907
448,305,6015
449,306,5082
450,306,113
451,307,6471
452,307,5646
453,308,6561
454,309,8094
455,310,1876
456,310,9364
457,311,7378
458,311,883
459,312,1586
460,313,3680
461,313,851
462,314,7688
463,315,5802
464,315,569
465,316,7895
466,317,1238
467,318,1110
468,318,5118
469,319,1718
470,320,5030
471,320,8558
472,321,7499
473,321,4648
474,322,4753
475,322,8145
476,323,2547
477,324,7293
478,324,7451
479,325,1552
480,326,8301
481,326,2415
482,327,4964
483,327,5809
484,328,3591
485,328,3516
486,329,8231
487,329,8876
488,330,4494
489,331,5598
490,331,9555
491,332,7312
492,332,9895
493,333,2190
494,334,2212
495,334,9157
496,335,7107
497,335,8038
498,336,8485
499,337,4930
500,338,3766
501,339,6123
502,340,372
503,341,3051
504,341,7943
505,342,7860
506,343,1254
507,343,2869
508,344,6132
509,345,8941
510,345,3102
511,346,1967
512,346,6104
513,347,7276
514,348,8935
515,349,9513
516,349,1624
517,350,8400
518,350,5420
519,351,9356
520,351,4087
521,352,395
522,353,5983
523,353,172
524,354,3790
525,354,5851
526,355,8592
527,355,2127
528,356,1403
529,357,4581
530,357,4618
531,358,1519
532,358,2678
533,359,2788
534,359,9344
535,360,6645
536,361,7591
537,362,8545
538,363,7436
539,363,3756
540,364,7430
541,364,940
542,365,5670
543,366,6224
544,367,5335
545,368,3758
546,369,431
547,370,2634
548,371,4533
549,371,2621
550,372,241
551,373,5506
552,374,7493
553,374,4937
554,375,5914
555,375,5407
556,376,5950
557,376,7496
558,377,4212
559,378,279
560,379,5060
561,379,4119
562,380,3955
563,381,7311
564,382,949
565,382,6524
566,383,3114
567,384,5594
568,384,2675
569,385,1182
570,385,5994
571,386,26
572,387,5355
573,388,680
574,389,8904
575,389,9775
576,390,5894
577,390,610
578,391,7403
579,391,675
580,392,3583
581,392,3699
582,393,2082
583,393,5475
584,394,2238
585,394,7919
586,395,4866
587,396,3550
588,396,8769
589,397,8411
590,397,5061
591,398,419
592,399,4897
593,400,9566
594,400,4150
595,401,3222
596,402,2430
597,402,1724
598,403,6952
599,404,880
600,404,7215
601,405,8878
602,406,3693
603,406,7282
604,407,563
605,407,1886
606,408,4267
607,409,9272
608,409,2770
609,410,6987
610,410,9946
611,411,7639
612,412,5745
613,413,2654
614,413,851
615,414,1556
616,414,929
617,415,4882
618,415,3972
619,416,4960
620,417,3155
621,418,5456
622,418,3109
623,419,2571
624,419,8453
625,420,4644
626,421,6758
627,422,4953
628,423,484
629,424,7257
630,425,1812
631,426,4014
632,426,7829
633,427,6811
634,428,3465
635,429,2140
636,429,6716
637,430,991
638,431,8333
639,431,8075
640,432,6141
641,432,9077
642,433,7353
643,434,6278
644,434,6510
645,435,7084
646,435,5766
647,436,3010
648,437,5672
649,437,6691
650,438,4405
651,438,3367
652,439,5378
653,440,7225
654,441,2764
655,441,4691
656,442,6936
657,443,9363
658,443,8842
659,444,6502
660,444,2045
661,445,2953
662,445,1545
663,446,8080
664,446,347
665,447,9435
666,448,3557
667,449,1556
668,449,5869
669,450,1556
670,451,2298
671,452,318
672,452,7626
673,453,7042
674,453,245
675,454,4080
676,455,1077
677,456,366
678,456,6523
679,457,2695
680,458,4379
681,458,5280
682,459,94
683,460,3189
684,460,2372
685,461,8548
686,461,6111
687,462,5361
688,462,9229
689,463,5698
690,463,5578
691,464,9222
692,464,8287
693,465,4590
694,465,7650
695,466,7136
696,467,7626
697,467,8421
698,468,8981
699,468,2230
700,469,9944
701,470,7186
702,471,6569
703,471,6415
704,472,2504
705,472,1645
706,473,6802
707,474,7969
708,474,9222
709,475,2955
710,475,3860
711,476,7303
712,476,4434
713,477,916
714,477,4311
715,478,4096
716,479,9452
717,480,2041
718,480,2094
719,481,3516
720,482,4319
721,483,1700
722,483,8930
723,484,2567
724,485,9851
725,486,757
726,487,3003
727,488,746
728,488,1572
729,489,9401
730,489,6782
731,490,607
732,491,7869
733,491,48
734,492,6528
735,492,3233
736,493,1981
737,493,5979
738,494,9413
739,494,8269
740,495,6064
741,495,979
742,496,2806
743,497,6960
744,498,5461
745,498,9787
746,499,2933
747,500,5050
748,500,6579
749,501,3800
750,502,5260
751,503,1140
752,503,7780
753,504,2141
754,505,6921
755,506,1100
756,506,3022
757,507,6757
758,507,2201
759,508,7568
760,508,2588
761,509,9557
762,509,5775
763,510,6382
764,510,8405
765,511,5128
766,511,3085
767,512,3514
768,513,224
769,514,2771
770,514,2303
771,515,6093
772,515,9569
773,516,3125
774,516,7372
775,517,2813
776,517,2578
777,518,7611
778,518,135
779,519,2379
780,519,2683
781,520,2976
782,520,3951
783,521,6042
784,522,5836
785,522,446
786,523,6600
787,524,3357
788,525,3122
789,525,7074
790,526,7494
791,527,3632
792,527,6248
793,528,2669
794,528,2753
795,529,160
796,529,2450
797,530,9049
798,530,3582
799,531,7889
800,531,5388
801,532,848
802,533,8147
803,533,6416
804,534,1291
805,534,6298
806,535,8659
807,536,9448
808,536,9359
809,537,8077
810,538,1056
811,538,8802
812,539,666
813,540,5112
814,541,1501
815,541,3269
816,542,4256
817,543,4389
818,543,9623
819,544,5481
820,544,9755
821,545,6693
822,546,1273
823,547,6455
824,548,9028
825,549,8153
826,550,1000
827,550,3196
828,551,9954
829,551,3820
830,552,1412
831,552,7610
832,553,4683
833,554,8994
834,554,3468
835,555,6268
836,555,8508
837,556,4885
838,557,7074
839,557,7377
840,558,7810
841,559,4626
842,559,5695
843,560,4763
844,560,6383
845,561,7679
846,561,2823
847,562,9106
848,562,4140
849,563,1394
850,563,1270
851,564,4824
852,565,9564
853,566,4569
854,566,3070
855,567,4486
856,568,6283
857,568,5088
858,569,766
859,569,9831
860,570,7949
861,570,7840
862,571,2808
863,571,7161
864,572,8969
865,573,2652
866,574,5929
867,574,9750
868,575,9257
869,575,1565
870,576,3295
871,576,9491
872,577,3644
873,578,8743
874,578,5595
875,579,1090
876,580,831
877,581,703
878,581,7077
879,582,2989
880,583,8678
881,584,4375
882,584,2265
883,585,2772
884,585,7911
885,586,1910
886,586,279
887,587,6582
888,588,4433
889,589,4111
890,590,1076
891,590,2454
892,591,6034
893,591,4896
894,592,1661
895,593,8613
896,594,2421
897,595,5987
898,596,8016
899,596,8884
900,597,9197
901,598,8123
902,598,8446
903,599,1967
904,599,6596
905,600,8941
906,601,3354
907,601,1898
908,602,6659
909,603,5760
910,603,4399
911,604,8602
912,604,6974
913,605,8520
914,606,8799
915,606,9541
916,607,1633
917,607,246
918,608,6310
919,609,917
920,609,8146
921,610,9686
922,610,3061
923,611,7194
924,612,2160
925,613,6323
926,614,5224
927,614,2571
928,615,534
929,615,4673
930,616,8545
931,617,2597
932,618,9103
933,619,7537
934,620,852
935,620,7654
936,621,5257
937,622,3491
938,622,5679
939,623,6309
940,623,4349
941,624,3504
942,624,409
943,625,2731
944,626,9559
945,627,3233
946,628,5921
947,628,9454
948,629,4984
949,629,8837
950,630,1797
951,631,2315
952,631,7677
953,632,2933
954,632,4978
955,633,8305
956,633,77
957,634,216
958,634,2729
959,635,8423
960,635,8586
961,636,7859
962,636,2837
963,637,718
964,638,7671
965,638,1581
966,639,5888
967,640,8364
968,640,3216
969,641,1094
970,641,9064
971,642,9813
972,643,8084
973,644,8851
974,645,3949
975,646,3962
976,647,6856
977,648,8518
978,649,2416
979,650,2198
980,650,5208
981,651,269
982,652,2756
983,653,9632
984,654,1472
985,654,9782
986,655,2317
987,655,932
988,656,7981
989,656,8265
990,657,7263
991,657,2433
992,658,2618
993,659,8259
994,660,158
995,660,6581
996,661,6601
997,662,3440
998,663,7328
999,664,3613
1000,664,2509
1001,665,4892
1002,665,4972
1003,666,6011
1004,666,3051
1005,667,3034
1006,667,5847
1007,668,7459
1008,669,4938
1009,669,9070
1010,670,436
1011,670,4881
1012,671,2566
1013,671,2937
1014,672,3622
1015,672,5751
1016,673,8927
1017,673,9004
1018,674,2024
1019,675,9132
1020,675,7907
1021,676,6007
1022,676,1185
1023,677,5017
1024,677,3516
1025,678,8704
1026,678,9662
1027,679,2403
1028,680,4358
1029,680,429
1030,681,370
1031,681,76
1032,682,6352
1033,683,8950
1034,684,2401
1035,684,8520
1036,685,2850
1037,685,622
1038,686,4499
1039,686,9140
1040,687,8477
1041,688,91
1042,689,1367
1043,689,5434
1044,690,9204
1045,691,3982
1046,692,6223
1047,692,6878
1048,693,954
1049,693,6647
1050,694,6908
1051,694,246
1052,695,6214
1053,696,1622
1054,696,633
1055,697,1594
1056,698,5939
1057,698,9627
1058,699,1808
1059,700,1266
1060,700,6149
1061,701,8052
1062,702,3785
1063,702,5498
1064,703,1693
1065,703,2501
1066,704,9337
1067,704,8340
1068,705,3995
1069,706,4696
1070,707,8918
1071,707,2156
1072,708,8852
1073,708,6877
1074,709,8662
1075,709,2099
1076,710,9682
1077,710,4975
1078,711,3005
1079,711,6396
1080,712,906
1081,712,1089
1082,713,7799
1083,713,3184
1084,714,7280
1085,715,1523
1086,715,8491
1087,716,81
1088,717,3777
1089,717,9150
1090,718,8922
1091,718,5211
1092,719,1256
1093,720,6672
1094,721,6726
1095,721,7239
1096,722,5303
1097,722,4468
1098,723,1229
1099,723,4713
1100,724,4836
1101,725,21
1102,726,9923
1103,726,299
1104,727,3089
1105,727,6384
1106,728,6907
1107,729,1177
1108,729,159
1109,730,1532
1110,731,4051
1111,732,892
1112,732,3860
1113,733,2030
1114,734,7990
1115,734,9561
1116,735,6662
1117,736,8867
1118,737,418
1119,738,3509
1120,738,641
1121,739,783
1122,739,5389
1123,740,8114
1124,740,2170
1125,741,4725
1126,741,1464
1127,742,3483
1128,743,1194
1129,744,1540
1130,744,2696
1131,745,2410
1132,745,5331
1133,746,6340
1134,747,4576
1135,747,9807
1136,748,8143
1137,748,3735
1138,749,2821
1139,749,2046
1140,750,6479
1141,751,5430
1142,752,6160
1143,753,4628
1144,754,6058
1145,755,4162
1146,756,5482
1147,757,878
1148,757,6434
1149,758,1840
1150,759,2199
1151,759,2105
1152,760,9815
1153,761,7264
1154,761,6198
1155,762,387
1156,763,9647
1157,764,4098
1158,764,3099
1159,765,1305
1160,765,1412
1161,766,2614
1162,767,6653
1163,767,7670
1164,768,7697
1165,768,8581
1166,769,1400
1167,769,3200
1168,770,5620
1169,771,7943
1170,771,8005
1171,772,418
1172,772,4769
1173,773,2881
1174,773,2794
1175,774,3453
1176,774,2625
1177,775,9751
1178,775,9546
1179,776,197
1180,776,2444
1181,777,2572
1182,777,8352
1183,778,23
1184,779,8125
1185,779,8026
1186,780,1915
1187,781,6280
1188,781,5599
1189,782,6265
1190,782,8822
1191,783,7018
1192,783,1050
1193,784,393
1194,784,9022
1195,785,5835
1196,785,6488
1197,786,7909
1198,786,785
1199,787,6476
1200,788,1757
1201,788,251
1202,789,5375
1203,789,5200
1204,790,7266
1205,790,4950
1206,791,4131
1207,791,4381
1208,792,6107
1209,792,2523
1210,793,4272
1211,793,9929
1212,794,452
1213,795,3024
1214,795,7178
1215,796,2373
1216,797,6705
1217,798,7266
1218,798,6543
1219,799,1063
1220,799,6086
1221,800,6574
1222,801,8712
1223,802,2290
1224,803,8936
1225,803,6824
1226,804,7775
1227,805,3436
1228,805,1726
1229,806,618
1230,807,8867
1231,808,7932
1232,808,7392
1233,809,1272
1234,810,6491
1235,810,32
1236,811,9833
1237,811,7901
1238,812,2957
1239,812,164
1240,813,1572
1241,813,3712
1242,814,9608
1243,814,8896
1244,815,4284
1245,816,1856
1246,817,6490
1247,817,4962
1248,818,7339
1249,819,3153
1250,819,5198
1251,820,1654
1252,820,6965
1253,821,833
1254,822,8478
1255,823,8051
1256,823,3597
1257,824,4903
1258,824,7667
1259,825,578
1260,826,2910
1261,826,1245
1262,827,4269
1263,828,6188
1264,829,2458
1265,830,6237
1266,831,8680
1267,832,9713
1268,832,2860
1269,833,8811
1270,834,1183
1271,835,9694
1272,836,778
1273,836,4784
1274,837,149
1275,838,3491
1276,839,1880
1277,839,8420
1278,840,3477
1279,840,1491
1280,841,6422
1281,841,6696
1282,842,3151
1283,843,6223
1284,843,3595
1285,844,9740
1286,844,5375
1287,845,7652
1288,845,2993
1289,846,5783
1290,847,520
1291,848,2391
1292,848,2341
1293,849,451
1294,849,2060
1295,850,1456
1296,851,6462
1297,852,8390
1298,853,5878
1299,854,3582
1300,855,5754
1301,855,4111
1302,856,3338
1303,857,2538
1304,857,5419
1305,858,2973
1306,858,1431
1307,859,7058
1308,859,3253
1309,860,1433
1310,861,2727
1311,861,2692
1312,862,6905
1313,863,6612
1314,863,5520
1315,864,9317
1316,864,2815
1317,865,557
1318,865,5020
1319,866,2590
1320,866,3566
1321,867,2045
1322,867,2743
1323,868,5429
1324,869,6195
1325,870,2979
1326,870,8485
1327,871,7977
1328,871,7728
1329,872,6711
1330,873,1811
1331,873,3457
1332,874,6292
1333,874,8591
1334,875,4235
1335,875,1292
1336,876,1824
1337,877,8163
1338,877,486
1339,878,687
1340,878,896
1341,879,2585
1342,879,2973
1343,880,8453
1344,881,797
1345,881,7754
1346,882,9853
1347,883,4256
1348,883,4959
1349,884,2088
1350,885,1585
1351,885,6759
1352,886,6253
1353,887,8154
1354,887,4616
1355,888,5348
1356,889,7756
1357,889,6357
1358,890,8221
1359,890,3638
1360,891,2385
1361,891,6093
1362,892,4645
1363,893,3324
1364,893,9463
1365,894,321
1366,894,1001
1367,895,2229
1368,896,7450
1369,896,5264
1370,897,1583
1371,898,2860
1372,898,3929
1373,899,7575
1374,900,5211
1375,901,5206
1376,901,7466
1377,902,1858
1378,902,6946
1379,903,5419
1380,903,632
1381,904,5393
1382,905,2942
1383,906,9055
1384,907,6594
1385,908,4150
1386,909,137
1387,909,3078
1388,910,6873
1389,911,8066
1390,911,454
1391,912,9761
1392,912,9030
1393,913,8985
1394,914,6363
1395,915,7059
1396,915,3874
1397,916,5465
1398,917,9043
1399,917,8936
1400,918,9664
1401,919,3859
1402,919,2984
1403,920,8056
1404,920,4136
1405,921,1344
1406,922,1874
1407,922,7570
1408,923,3876
1409,924,8481
1410,924,402
1411,925,3248
1412,925,5162
1413,926,4495
1414,927,9190
1415,928,8939
1416,929,5439
1417,930,1341
1418,931,2514
1419,932,3092
1420,933,99
1421,933,5294
1422,934,1420
1423,934,3255
1424,935,8059
1425,935,9950
1426,936,2386
1427,937,3630
1428,937,8266
1429,938,4005
1430,939,2447
1431,940,2444
1432,941,9754
1433,941,1587
1434,942,3838
1435,943,3722
1436,944,2013
1437,944,3730
1438,945,9666
1439,946,3095
1440,947,6851
1441,947,5051
1442,948,6704
1443,949,738
1444,950,7379
1445,951,5512
1446,951,6655
1447,952,9350
1448,952,3765
1449,953,5881
1450,954,9114
1451,955,1512
1452,956,4297
1453,956,6527
1454,957,5330
1455,957,121
1456,958,4922
1457,959,4971
1458,960,3659
1459,961,3854
1460,961,6054
1461,962,4801
1462,963,5117
1463,964,1930
1464,964,4820
1465,965,1762
1466,966,9199
1467,966,4033
1468,967,5574
1469,967,2716
1470,968,3551
1471,968,8880
1472,969,6553
1473,969,1469
1474,970,9473
1475,971,9488
1476,972,7653
1477,973,7042
1478,974,3313
1479,975,2391
1480,976,604
1481,976,4126
1482,977,8144
1483,978,572
1484,978,3205
1485,979,5662
1486,980,4266
1487,981,8507
1488,982,2225
1489,983,9738
1490,984,9807
1491,984,4458
1492,985,7043
1493,985,2301
1494,986,2567
1495,986,3896
1496,987,5864
1497,988,8648
1498,988,2625
1499,989,2806
1500,989,1008
1501,990,1243
1502,990,7339
1503,991,8870
1504,992,4854
1505,992,7107
1506,993,1944
1507,994,4532
1508,994,9638
1509,995,8980
1510,996,745
1511,997,3970
1512,998,5023
1513,999,6091
1514,1000,4758
1515,1000,9800
1516,1001,9066
1517,1001,557
1518,1002,9331
1519,1003,7368
1520,1004,8787
1521,1005,5157
1522,1006,5814
1523,1007,5194
1524,1007,461
1525,1008,3822
1526,1008,3491
1527,1009,5794
1528,1009,264
1529,1010,3029
1530,1011,2788
1531,1011,8776
1532,1012,4892
1533,1012,5192
1534,1013,3808
1535,1013,1773
1536,1014,3263
1537,1015,5568
1538,1016,1104
1539,1016,427
1540,1017,1605
1541,1018,2446
1542,1018,6952
1543,1019,265
1544,1020,6721
1545,1021,1689
1546,1021,2321
1547,1022,9406
1548,1023,9025
1549,1023,8338
1550,1024,5035
1551,1024,9085
1552,1025,7267
1553,1026,224
1554,1027,1486
1555,1028,1761
1556,1029,156
1557,1029,3928
1558,1030,5630
1559,1030,3498
1560,1031,1751
1561,1032,6709
1562,1033,8594
1563,1033,6665
1564,1034,7082
1565,1034,2888
1566,1035,3171
1567,1035,5421
1568,1036,2729
1569,1036,5595
1570,1037,8751
1571,1038,1710
1572,1039,2875
1573,1039,1333
1574,1040,7795
1575,1041,3635
1576,1042,6675
1577,1043,6631
1578,1044,9181
1579,1045,8948
1580,1045,8421
1581,1046,1628
1582,1046,3475
1583,1047,1247
1584,1047,4484
1585,1048,6488
1586,1049,2381
1587,1049,3751
1588,1050,9032
1589,1050,4963
1590,1051,4420
1591,1052,4115
1592,1052,984
1593,1053,7344
1594,1053,7994
1595,1054,3212
1596,1055,4425
1597,1055,8771
1598,1056,8611
1599,1057,7632
1600,1057,9883
1601,1058,8019
1602,1059,55
1603,1059,8768
1604,1060,6774
1605,1061,3548
1606,1062,9378
1607,1063,7254
1608,1064,7881
1609,1064,5077
1610,1065,7918
1611,1065,2282
1612,1066,9031
1613,1067,4424
1614,1068,8884
1615,1069,8296
1616,1069,6544
1617,1070,774
1618,1071,7134
1619,1072,3460
1620,1073,2882
1621,1073,8387
1622,1074,9020
1623,1075,2882
1624,1076,6538
1625,1076,1840
1626,1077,7211
1627,1077,5430
1628,1078,3907
1629,1079,4543
1630,1080,8648
1631,1080,8688
1632,1081,6341
1633,1082,9899
1634,1083,5156
1635,1084,5610
1636,1085,9516
1637,1086,7158
1638,1087,2388
1639,1087,486
1640,1088,8198
1641,1089,9414
1642,1090,129
1643,1091,5908
1644,1091,6309
1645,1092,1508
1646,1092,3240
1647,1093,8353
1648,1094,8651
1649,1094,6224
1650,1095,906
1651,1096,2391
1652,1096,7493
1653,1097,8805
1654,1098,7336
1655,1099,9983
1656,1099,4213
1657,1100,9531
1658,1100,5990
1659,1101,5233
1660,1102,4271
1661,1103,8759
1662,1104,5767
1663,1105,8519
1664,1105,1458
1665,1106,8290
1666,1106,9885
1667,1107,1388
1668,1107,4681
1669,1108,5087
1670,1108,8308
1671,1109,292
1672,1109,5073
1673,1110,4522
1674,1110,8290
1675,1111,937
1676,1112,769
1677,1113,55
1678,1114,1645
1679,1115,1971
1680,1116,9055
1681,1116,225
1682,1117,2818
1683,1117,9386
1684,1118,3139
1685,1118,3465
1686,1119,7607
1687,1120,7979
1688,1120,6433
1689,1121,7344
1690,1122,8949
1691,1122,8984
1692,1123,5402
1693,1124,9642
1694,1124,8250
1695,1125,154
1696,1125,9781
1697,1126,6988
1698,1126,2689
1699,1127,9113
1700,1127,6306
1701,1128,9765
1702,1129,7008
1703,1129,3620
1704,1130,8631
1705,1131,9200
1706,1132,6855
1707,1133,6373
1708,1133,8673
1709,1134,7018
1710,1134,7458
1711,1135,3563
1712,1136,4514
1713,1137,4147
1714,1137,644
1715,1138,9068
1716,1139,321
1717,1140,3804
1718,1141,4493
1719,1142,8395
1720,1142,9652
1721,1143,2117
1722,1144,4696
1723,1145,598
1724,1146,222
1725,1146,1770
1726,1147,3066
1727,1147,3108
1728,1148,210
1729,1148,7399
1730,1149,9348
1731,1149,4379
1732,1150,1950
1733,1151,1671
1734,1152,900
1735,1152,9194
1736,1153,6680
1737,1153,8729
1738,1154,3676
1739,1155,4079
1740,1155,3892
1741,1156,4991
1742,1156,1119
1743,1157,7791
1744,1158,4237
1745,1158,6216
1746,1159,1069
1747,1159,2043
1748,1160,3037
1749,1161,3841
1750,1161,7769
1751,1162,5133
1752,1163,7184
1753,1164,34
1754,1165,1604
1755,1165,1253
1756,1166,6888
1757,1166,2218
1758,1167,7572
1759,1168,3597
1760,1168,2781
1761,1169,5907
1762,1170,2144
1763,1171,5158
1764,1171,7009
1765,1172,5860
1766,1173,7109
1767,1173,7441
1768,1174,2980
1769,1175,3074
1770,1175,9813
1771,1176,3733
1772,1176,831
1773,1177,1433
1774,1178,4328
1775,1178,2688
1776,1179,6932
1777,1180,7342
1778,1181,2342
1779,1182,8318
1780,1183,1123
1781,1184,3891
1782,1185,3280
1783,1185,9864
1784,1186,7017
1785,1186,5479
1786,1187,5934
1787,1188,2133
1788,1188,4659
1789,1189,4314
1790,1189,1151
1791,1190,9332
1792,1191,3283
1793,1192,8821
1794,1192,3877
1795,1193,8181
1796,1194,6632
1797,1195,293
1798,1195,3622
1799,1196,141
1800,1197,3224
1801,1198,1215
1802,1199,6078
1803,1199,4889
1804,1200,9799
1805,1200,922
1806,1201,5059
1807,1201,9020
1808,1202,5074
1809,1202,295
1810,1203,3719
1811,1204,9410
1812,1205,9749
1813,1206,9462
1814,1206,8562
1815,1207,8107
1816,1207,2934
1817,1208,33
1818,1209,3737
1819,1209,9346
1820,1210,8681
1821,1211,281
1822,1212,7314
1823,1213,8924
1824,1213,2063
1825,1214,4484
1826,1215,8502
1827,1216,1893
1828,1217,7823
1829,1217,9846
1830,1218,5976
1831,1219,6293
1832,1220,2208
1833,1221,230
1834,1221,2976
1835,1222,4311
1836,1223,2290
1837,1224,9005
1838,1225,9998
1839,1225,7092
1840,1226,572
1841,1226,392
1842,1227,6257
1843,1227,872
1844,1228,8203
1845,1228,1227
1846,1229,7957
1847,1229,5261
1848,1230,7448
1849,1231,8129
1850,1231,9070
1851,1232,6931
