idProduct_Category,Product_id,Category_id
1482,769,2
1483,769,1
1484,769,15
1485,770,15
1486,771,1
1487,771,5
1488,771,6
1489,772,9
1490,772,7
1491,772,8
1492,773,2
1493,773,11
1494,774,1
1495,774,10
1496,775,13
1497,775,3
1498,776,6
1499,776,8
1500,777,2
1501,777,3
1502,777,13
1503,778,9
1504,779,6
1505,779,1
1506,780,6
1507,781,1
1508,781,11
1509,782,8
1510,782,9
1511,782,10
1512,783,12
1513,783,5
1514,783,15
1515,784,4
1516,784,6
1517,784,13
1518,785,13
1519,786,13
1520,787,3
1521,787,11
1522,787,13
1523,788,14
1524,789,14
1525,789,9
1526,789,12
1527,790,3
1528,791,11
1529,791,14
1530,791,6
1531,792,2
1532,792,4
1533,792,13
1534,793,5
1535,793,12
1536,793,2
1537,794,10
1538,795,5
1539,795,6
1540,796,11
1541,796,13
1542,797,11
1543,797,15
1544,798,3
1545,799,5
1546,800,9
1547,801,12
1548,802,6
1549,802,14
1550,802,15
1551,803,1
1552,803,13
1553,804,10
1554,804,7
1555,805,10
1556,805,11
1557,805,7
1558,806,4
1559,806,7
1560,806,15
1561,807,11
1562,807,6
1563,807,14
1564,808,3
1565,808,7
1566,808,10
1567,809,5
1568,810,2
1569,810,14
1570,810,10
1571,811,13
1572,811,8
1573,812,4
1574,812,13
1575,812,1
1576,813,4
1577,813,12
1578,813,3
1579,814,15
1580,814,3
1581,815,15
1582,815,14
1583,816,6
1584,817,13
1585,817,8
1586,818,6
1587,818,1
1588,818,14
1589,819,2
1590,819,15
1591,819,9
1592,820,8
1593,820,2
1594,821,13
1595,821,15
1596,821,10
1597,822,3
1598,822,10
1599,823,13
1600,824,7
1601,824,10
1602,825,6
1603,825,8
1604,825,12
1605,826,5
1606,826,15
1607,827,9
1608,827,1
1609,827,4
1610,828,14
1611,828,8
1612,828,10
1613,829,10
1614,830,1
1615,831,13
1616,831,11
1617,831,15
1618,832,12
1619,832,4
1620,832,5
1621,833,15
1622,833,13
1623,834,2
1624,834,7
1625,835,14
1626,835,7
1627,836,7
1628,836,12
1629,836,14
1630,837,4
1631,837,10
1632,837,3
1633,838,12
1634,838,14
1635,839,9
1636,840,5
1637,840,6
1638,840,15
1639,841,9
1640,841,10
1641,842,5
1642,843,3
1643,843,2
1644,844,10
1645,845,13
1646,845,12
1647,846,1
1648,847,13
1649,848,6
1650,848,3
1651,849,6
1652,850,12
1653,850,14
1654,850,1
1655,851,13
1656,851,4
1657,851,10
1658,852,2
1659,852,4
1660,853,9
1661,854,11
1662,854,3
1663,855,14
1664,855,11
1665,856,7
1666,857,5
1667,858,2
1668,858,15
1669,858,1
1670,859,6
1671,859,11
1672,859,9
1673,860,15
1674,860,7
1675,861,7
1676,862,7
1677,862,4
1678,862,3
1679,863,8
1680,863,12
1681,864,5
1682,864,11
1683,865,5
1684,866,1
1685,866,2
1686,866,15
1687,867,9
1688,867,1
1689,867,13
1690,868,15
1691,869,15
1692,869,13
1693,869,11
1694,870,5
1695,870,6
1696,870,13
1697,871,3
1698,872,7
1699,873,13
1700,874,14
1701,874,2
1702,875,15
1703,875,13
1704,875,3
1705,876,10
1706,876,13
1707,877,15
1708,878,11
1709,878,13
1710,878,8
1711,879,13
1712,879,12
1713,879,8
1714,880,15
1715,880,9
1716,881,2
1717,881,6
1718,881,3
1719,882,11
1720,882,13
1721,882,14
1722,883,13
1723,883,9
1724,883,8
1725,884,8
1726,885,4
1727,885,2
1728,885,3
1729,886,9
1730,886,13
1731,886,15
1732,887,13
1733,887,9
1734,887,15
1735,888,9
1736,888,8
1737,888,4
1738,889,5
1739,889,1
1740,890,6
1741,890,12
1742,891,3
1743,891,6
1744,891,7
1745,892,1
1746,892,6
1747,892,4
1748,893,3
1749,893,6
1750,894,5
1751,894,4
1752,895,7
1753,895,13
1754,895,4
1755,896,10
1756,897,11
1757,897,5
1758,897,4
1759,898,14
1760,898,10
1761,898,9
1762,899,15
1763,899,11
1764,899,3
1765,900,6
1766,901,11
1767,901,12
1768,901,5
1769,902,12
1770,902,8
1771,902,1
1772,903,11
1773,903,12
1774,903,8
1775,904,14
1776,904,6
1777,905,13
1778,906,11
1779,907,8
1780,908,15
1781,909,14
1782,909,15
1783,910,4
1784,911,1
1785,911,12
1786,911,6
1787,912,2
1788,912,7
1789,913,11
1790,913,13
1791,913,9
1792,914,1
1793,914,11
1794,914,6
1795,915,11
1796,915,4
1797,916,8
1798,917,5
1799,918,5
1800,918,2
1801,918,4
1802,919,8
1803,919,4
1804,919,12
1805,920,14
1806,920,3
1807,920,1
1808,921,3
1809,921,9
1810,921,6
1811,922,2
1812,923,9
1813,923,3
1814,923,10
1815,924,3
1816,924,6
1817,925,1
1818,926,6
1819,926,12
1820,926,15
1821,927,1
1822,927,15
1823,927,8
1824,928,3
1825,928,11
1826,928,14
1827,929,9
1828,929,12
1829,930,1
1830,931,2
1831,931,14
1832,931,4
1833,932,14
1834,932,3
1835,933,4
1836,933,2
1837,934,7
1838,934,5
1839,935,6
1840,935,10
1841,935,7
1842,936,10
1843,937,10
1844,937,2
1845,938,12
1846,938,4
1847,938,3
1848,939,12
1849,939,1
1850,940,7
1851,940,12
1852,941,4
1853,942,12
1854,942,7
1855,943,7
1856,944,12
1857,944,9
1858,944,2
1859,945,1
1860,945,3
1861,945,4
1862,946,10
1863,946,3
1864,946,7
1865,947,3
1866,948,11
1867,948,15
1868,949,5
1869,949,3
1870,950,5
1871,951,12
1872,951,4
1873,952,3
1874,952,8
1875,953,13
1876,954,11
1877,955,10
1878,955,7
1879,956,10
1880,957,3
1881,958,13
1882,959,6
1883,959,11
1884,959,2
1885,960,1
1886,961,5
1887,962,3
1888,962,11
1889,963,7
1890,964,5
1891,964,4
1892,965,3
1893,965,4
1894,966,6
1895,966,14
1896,966,11
1897,967,5
1898,967,4
1899,968,15
1900,968,14
1901,969,10
1902,970,5
1903,970,8
1904,971,14
1905,971,2
1906,972,8
1907,973,4
1908,973,2
1909,973,6
1910,974,10
1911,974,6
1912,975,1
1913,975,11
1914,976,7
1915,976,14
1916,977,4
1917,978,14
1918,979,10
1919,980,9
1920,981,9
1921,981,14
1922,981,15
1923,982,14
1924,983,1
1925,984,9
1926,984,8
1927,984,11
1928,985,5
1929,985,1
1930,985,2
1931,986,9
1932,986,12
1933,986,5
1934,987,13
1935,988,11
1936,988,10
1937,988,12
1938,989,15
1939,989,8
1940,990,8
1941,991,9
1942,992,13
1943,992,3
1944,993,11
1945,993,9
1946,994,1
1947,994,7
1948,995,5
1949,995,6
1950,995,9
1951,996,11
1952,996,4
1953,996,14
1954,997,12
1955,997,1
1956,998,7
1957,998,3
1958,998,13
1959,999,6
1960,999,15
1961,1000,9
1962,1000,6
1963,1000,10
1964,1001,1
1965,1002,10
1966,1002,15
1967,1002,11
1968,1003,10
1969,1004,15
1970,1004,14
1971,1004,12
1972,1005,6
1973,1006,15
1974,1006,5
1975,1007,3
1976,1007,14
1977,1007,5
1978,1008,15
1979,1009,14
1980,1009,13
1981,1010,14
1982,1011,9
1983,1012,3
1984,1012,12
1985,1012,8
1986,1013,14
1987,1014,15
1988,1014,10
1989,1014,6
1990,1015,13
1991,1015,3
1992,1015,7
1993,1016,13
1994,1017,10
1995,1018,15
1996,1018,10
1997,1019,7
1998,1019,3
1999,1019,5
2000,1020,4
2001,1021,12
2002,1022,5
2003,1022,6
2004,1023,14
2005,1023,1
2006,1024,13
2007,1024,12
2008,1024,4
2009,1025,3
2010,1025,7
2011,1026,12
2012,1026,8
2013,1027,13
2014,1028,3
2015,1028,12
2016,1028,9
2017,1029,3
2018,1030,6
2019,1030,4
2020,1030,12
2021,1031,14
2022,1031,8
2023,1032,7
2024,1032,14
2025,1033,3
2026,1033,12
2027,1033,1
2028,1034,7
2029,1035,5
2030,1035,1
2031,1036,11
2032,1036,15
2033,1036,5
2034,1037,9
2035,1037,10
2036,1038,8
2037,1038,13
2038,1039,7
2039,1039,14
2040,1040,14
2041,1040,13
2042,1041,12
2043,1041,11
2044,1042,13
2045,1043,2
2046,1043,15
2047,1043,7
2048,1044,10
2049,1045,7
2050,1045,3
2051,1046,1
2052,1046,3
2053,1047,4
2054,1047,5
2055,1047,14
2056,1048,7
2057,1049,3
2058,1049,12
2059,1050,5
2060,1050,7
2061,1051,11
2062,1051,6
2063,1051,13
2064,1052,4
2065,1052,14
2066,1052,15
2067,1053,8
2068,1053,1
2069,1054,12
2070,1055,10
2071,1055,1
2072,1056,7
2073,1056,14
2074,1057,3
2075,1057,7
2076,1057,9
2077,1058,2
2078,1058,6
2079,1059,1
2080,1059,8
2081,1059,5
2082,1060,4
2083,1060,15
2084,1060,5
2085,1061,7
2086,1061,11
2087,1062,13
2088,1062,11
2089,1063,1
2090,1064,8
2091,1064,7
2092,1064,6
2093,1065,10
2094,1065,15
2095,1066,9
2096,1066,6
2097,1067,3
2098,1068,13
2099,1069,13
2100,1069,12
2101,1069,3
2102,1070,5
2103,1071,13
2104,1071,15
2105,1071,10
2106,1072,9
2107,1072,8
2108,1072,7
2109,1073,3
2110,1074,13
2111,1075,4
2112,1075,14
2113,1075,8
2114,1076,6
2115,1077,7
