idOrder_Items,Order_id,Product_id,Quantity
428,147,8812,4
429,147,6670,3
430,147,8334,5
431,148,3922,1
432,148,282,4
433,148,7090,1
434,148,7023,3
435,149,6743,5
436,149,3286,2
437,150,4918,1
438,150,2647,5
439,150,5458,5
440,151,2075,4
441,151,4069,1
442,152,5061,5
443,153,3209,5
444,153,2474,3
445,153,5904,3
446,153,1464,5
447,154,3446,4
448,154,2339,3
449,154,5406,1
450,155,1297,5
451,155,5289,1
452,155,4177,2
453,155,5373,3
454,156,7304,4
455,156,6104,5
456,156,3206,2
457,156,9275,1
458,156,5300,5
459,157,8442,4
460,158,1933,2
461,158,351,1
462,158,6464,2
463,158,1873,4
464,158,7457,4
465,159,4567,1
466,159,3331,2
467,160,8204,3
468,160,6100,2
469,160,7145,1
470,161,5015,5
471,161,9954,3
472,161,2395,5
473,161,2505,4
474,161,563,4
475,162,5532,2
476,162,9064,1
477,162,7702,4
478,163,6735,4
479,164,3165,2
480,164,1517,1
481,165,9328,4
482,165,3644,1
483,165,2402,4
484,165,4688,1
485,165,533,2
486,166,2560,5
487,166,9246,5
488,167,5434,3
489,167,1144,1
490,167,4779,3
491,167,4837,3
492,167,9288,2
493,168,143,4
494,168,1450,5
495,168,9125,3
496,168,4792,1
497,169,1679,5
498,169,86,2
499,169,3171,5
500,169,3778,5
501,170,5479,3
502,170,6854,5
503,170,6741,4
504,170,6006,1
505,171,6653,3
506,171,6507,3
507,171,3090,4
508,171,713,3
509,172,6544,2
510,172,7796,1
511,172,4195,1
512,173,4481,3
513,174,8837,2
514,174,3276,4
515,174,4562,4
516,175,2383,3
517,175,4316,2
518,175,183,5
519,175,2663,3
520,175,266,3
521,176,6335,3
522,176,2961,1
523,176,7716,5
524,177,9874,1
525,177,4760,4
526,177,9392,3
527,178,1889,4
528,178,1460,3
529,178,1124,5
530,178,5522,3
531,179,491,4
532,179,1353,1
533,179,924,4
534,180,2026,2
535,180,1564,5
536,180,121,5
537,180,1167,4
538,180,4141,3
539,181,5753,5
540,181,3547,2
541,181,459,4
542,181,5161,4
543,181,5366,1
544,182,5403,3
545,182,4659,4
546,183,5352,1
547,183,9147,3
548,183,9096,1
549,183,3197,5
550,183,5730,4
551,184,2536,2
552,185,3350,1
553,186,895,4
554,186,6829,2
555,186,639,1
556,187,1675,5
557,187,6435,4
558,187,101,4
559,187,1596,4
560,188,7322,4
561,188,6962,5
562,188,427,3
563,188,7394,4
564,188,544,5
565,189,5899,3
566,189,121,1
567,189,1950,4
568,190,3756,2
569,190,3057,1
570,190,3412,2
571,190,6750,3
572,191,667,2
573,191,4285,1
574,192,911,3
575,192,2297,3
576,192,281,2
577,193,5662,1
578,193,4158,4
579,193,5359,5
580,194,1229,1
581,194,7326,5
582,195,7622,1
583,195,4226,3
584,195,3384,4
585,195,8142,2
586,196,6059,2
587,196,7796,1
588,196,5774,2
589,196,3668,5
590,196,9258,4
591,197,6050,2
592,197,8955,1
593,197,8334,5
594,198,926,4
595,198,8847,2
596,199,6745,2
597,199,4519,5
598,199,2080,5
599,199,3319,5
600,200,8834,5
601,201,915,3
602,201,9612,5
603,201,4656,5
604,201,7713,2
605,202,3995,3
606,202,9643,3
607,202,5364,5
608,202,2246,2
609,202,2701,4
610,203,4347,4
611,204,999,1
612,205,2779,3
613,205,7183,2
614,205,3989,4
615,205,5444,3
616,206,3464,4
617,206,3802,3
618,206,6419,5
619,207,1329,5
620,207,525,3
621,208,5251,3
622,208,6108,1
623,209,6892,1
624,209,6373,4
625,209,6294,4
626,209,1925,4
627,210,3482,3
628,210,7491,2
629,211,6573,1
630,211,5261,3
631,212,5969,3
632,212,8026,1
633,212,1523,5
634,212,6001,4
635,212,1850,2
636,213,1219,1
637,213,2201,2
638,213,9147,3
639,213,927,3
640,213,3881,2
641,214,1175,1
642,214,3611,4
643,214,9493,3
644,214,641,1
645,214,326,4
646,215,3138,2
647,215,7311,4
648,215,7394,5
649,215,2700,3
650,216,9299,2
651,216,3834,3
652,216,4386,2
653,216,1096,2
654,216,5290,5
655,217,9414,4
656,218,5572,4
657,218,3660,1
658,218,2123,5
659,218,6193,1
660,219,4717,1
661,219,4058,3
662,219,5698,3
663,220,2122,4
664,220,3600,1
665,220,485,2
666,220,1893,1
667,221,6920,1
668,221,8677,4
669,222,4676,2
670,222,7510,4
671,223,7739,4
672,224,680,1
673,224,8235,1
674,225,3889,2
675,225,8276,2
676,226,9091,1
677,226,9034,3
678,226,5336,1
679,227,291,3
680,227,6511,4
681,227,5608,5
682,227,280,5
683,227,8921,4
684,228,6661,1
685,228,7745,3
686,229,7466,5
687,229,6212,3
688,229,5425,5
689,229,7269,4
690,229,716,4
691,230,1588,5
692,231,9103,5
693,232,9515,4
694,232,6917,2
695,232,5944,4
696,232,5371,5
697,233,4054,2
698,234,4405,1
699,234,6395,1
700,235,1283,3
701,235,5402,1
702,236,9169,3
703,236,1844,3
704,236,395,5
705,236,3041,3
706,237,4933,1
707,238,2488,3
708,239,7931,1
709,239,4114,2
710,239,6570,2
711,240,8140,1
712,240,5499,5
713,241,4519,3
714,241,9984,3
715,242,2594,5
716,242,4713,5
717,242,2324,1
718,242,6441,1
719,242,6793,2
720,243,1855,1
721,244,8059,2
722,245,8002,3
723,245,4054,4
724,246,2923,2
725,246,8714,1
726,246,3409,3
727,246,6200,1
728,247,4169,2
729,247,5853,1
730,248,2654,2
731,248,9291,1
732,248,2591,3
733,248,5757,5
734,249,3410,4
735,250,6520,1
736,250,9011,4
737,250,3204,4
738,250,9027,3
739,250,4739,2
740,251,3213,2
741,251,3700,4
742,251,7141,5
743,251,1872,2
744,252,5179,3
745,252,6328,4
746,252,465,2
747,253,3211,4
748,253,7486,5
749,253,1175,1
750,254,1285,4
751,254,4890,2
752,254,3172,3
753,254,8456,3
754,254,4940,5
755,255,976,1
756,255,605,4
757,255,6658,2
758,255,4618,2
759,255,2493,5
760,256,1294,1
761,256,5690,4
762,257,2838,2
763,258,902,1
764,258,9946,4
765,258,5348,3
766,258,5862,4
767,259,535,4
768,259,4690,4
769,259,7173,5
770,259,4978,3
771,259,6842,1
772,260,9316,1
773,260,7723,3
774,260,2516,4
775,261,55,4
776,261,6803,5
777,261,2087,3
778,261,1877,4
779,262,2479,1
780,262,7266,1
781,262,428,5
782,262,2233,2
783,263,590,5
784,263,156,5
785,263,7779,2
786,263,6448,5
787,263,1482,1
788,264,3422,1
789,264,4143,1
790,264,4854,1
791,264,1176,1
792,264,7381,1
793,265,4912,1
794,266,4573,2
795,266,3347,4
796,267,9716,5
797,268,619,2
798,268,4823,3
799,268,9019,2
800,268,6473,5
801,268,5537,1
802,269,9599,4
803,269,3966,1
804,269,3996,3
805,269,4741,2
806,270,3923,1
807,270,7284,2
808,270,4697,1
809,271,7821,1
810,271,9151,4
811,272,7964,5
812,272,6033,3
813,272,9759,4
814,273,7336,2
815,274,8277,4
816,274,1888,5
817,275,7869,3
818,275,9540,1
819,276,9518,5
820,277,3870,1
821,277,5042,5
822,277,6733,1
823,278,7994,4
824,278,9351,2
825,278,2759,1
826,278,1752,1
827,279,5619,2
828,279,7336,1
829,279,7926,1
830,280,2279,1
831,280,6962,5
832,281,1422,5
833,281,6278,4
834,281,3235,3
835,281,7638,3
836,281,5407,3
837,282,902,2
838,282,2624,3
839,282,7679,1
840,282,4403,2
841,282,7292,3
842,283,8421,2
843,284,400,2
844,284,6163,5
845,284,9425,2
846,284,1071,3
847,284,8205,2
848,285,696,3
849,285,9177,4
850,285,3139,3
851,285,9711,2
852,286,6816,2
853,286,8311,3
854,286,8136,5
855,286,3671,1
856,286,671,3
857,287,8818,2
858,287,7566,4
859,287,9165,1
860,287,690,2
861,288,7172,5
862,288,684,5
863,288,198,2
864,288,5230,5
865,289,6719,3
866,289,6067,3
867,289,2549,3
868,289,3843,3
869,290,9994,2
870,290,4912,4
871,290,1827,5
872,290,3421,3
873,290,5169,4
874,291,2048,3
875,292,3801,3
876,292,788,3
877,293,2418,2
878,293,2340,5
879,293,1922,5
880,293,1815,5
881,293,546,2
882,294,5795,3
883,294,3092,2
884,294,153,4
885,295,2477,5
886,295,654,1
887,295,5526,3
888,296,1085,1
889,296,508,1
890,296,4223,2
891,296,7779,5
892,296,7955,3
893,297,6143,5
894,297,6916,5
895,297,8480,1
896,297,5162,4
897,298,3989,1
898,298,2791,4
899,298,8115,2
900,299,3612,3
901,300,6484,5
902,300,3784,4
903,300,7361,5
904,301,9725,1
905,301,7729,1
906,302,3257,3
907,302,1888,2
908,302,4517,2
909,303,4058,1
910,303,8409,5
911,303,6864,1
912,303,2423,5
913,304,9246,3
914,304,7718,5
915,304,5997,1
916,305,2843,5
917,305,3485,2
918,305,1551,4
919,306,2723,5
920,307,3415,1
921,307,6768,3
922,307,8301,5
923,307,5178,5
924,308,4374,2
925,308,6213,2
926,308,6372,3
927,308,5499,1
928,309,4974,2
929,309,22,2
930,309,3786,3
931,310,2725,2
932,310,2723,4
933,311,6745,2
934,311,9437,3
935,311,7766,1
936,311,9219,4
937,311,482,2
938,312,869,2
939,312,229,1
940,312,3002,4
941,312,9943,1
942,313,3451,2
943,313,6040,1
944,314,8018,4
945,314,3847,5
946,314,4308,1
947,314,2902,4
948,315,2941,4
949,315,8840,5
950,316,7248,1
951,316,5751,2
952,316,7653,1
953,317,5371,4
954,317,924,5
955,317,9130,1
956,317,8035,5
957,318,6508,5
958,318,320,3
959,318,5376,4
960,319,5809,2
961,319,9712,1
962,320,9383,2
963,321,8004,4
964,321,8088,4
965,321,147,2
966,322,5960,3
967,323,3433,3
968,323,2676,2
969,323,114,2
970,323,5295,2
971,324,595,3
972,324,3859,1
973,324,8974,2
974,324,4048,2
975,324,5199,2
976,325,8842,2
977,326,9836,5
978,326,5075,3
979,327,157,3
980,328,8010,3
981,328,8306,1
982,328,8094,5
983,329,8561,4
984,329,2041,4
985,330,9597,4
986,330,5252,1
987,330,241,1
988,330,7335,3
989,331,4765,1
990,331,9374,3
991,332,590,2
992,332,8675,5
993,332,3276,3
994,332,1254,2
995,332,9043,5
996,333,5592,4
997,333,7604,3
998,333,5699,3
999,333,6397,2
1000,333,6862,1
1001,334,1052,5
1002,335,178,4
1003,335,9115,1
1004,335,5251,3
1005,335,3213,5
1006,335,9324,3
1007,336,2101,5
1008,336,3257,3
1009,336,2225,4
1010,337,4585,3
1011,337,8593,5
1012,338,6901,3
1013,338,8495,5
1014,338,9878,2
1015,338,731,5
1016,339,6579,3
1017,340,2893,4
1018,341,1099,1
1019,341,937,5
1020,341,1421,2
1021,341,75,4
1022,341,3727,2
1023,342,8132,3
1024,342,1906,2
1025,342,217,3
1026,343,939,1
1027,343,9092,5
1028,343,3646,3
1029,343,5153,4
1030,343,9644,4
1031,344,9392,5
1032,344,8732,1
1033,345,2628,2
1034,345,5339,1
1035,345,6354,4
1036,346,7156,2
1037,346,361,2
1038,346,6521,3
1039,346,6710,5
1040,347,4507,4
1041,348,1254,2
1042,348,9693,4
1043,349,5364,3
1044,349,1712,4
1045,349,7727,3
1046,349,6876,1
1047,349,356,4
1048,350,8885,2
1049,350,8094,3
1050,350,7615,3
1051,350,3676,5
1052,351,6510,3
1053,351,9683,1
1054,351,31,4
1055,351,591,3
1056,352,8660,1
1057,353,7254,2
1058,353,5206,4
1059,353,7089,2
1060,353,9218,1
1061,353,7527,1
1062,354,6673,5
1063,354,6797,3
1064,354,5721,3
1065,354,7416,5
1066,355,529,1
1067,355,4400,1
1068,355,9848,4
1069,355,4719,2
1070,355,7885,3
1071,356,4567,3
1072,356,6053,1
1073,356,6252,2
1074,356,9003,1
1075,356,8298,2
1076,357,8457,3
1077,357,693,5
1078,357,4834,5
1079,358,1900,2
1080,358,6231,1
1081,358,1046,3
1082,358,7015,4
1083,358,177,3
1084,359,8811,5
1085,359,2100,5
1086,359,2167,1
1087,360,4185,1
1088,360,7024,4
1089,360,1415,4
1090,360,3875,2
1091,360,5314,1
1092,361,2508,1
1093,361,2136,1
1094,361,1540,2
1095,361,4661,1
1096,361,988,2
1097,362,4703,5
1098,362,9757,2
1099,362,4740,5
1100,362,3681,4
1101,362,9628,4
1102,363,6837,5
1103,363,5625,3
1104,364,9481,1
1105,365,5080,2
1106,366,3011,2
1107,367,5662,4
1108,367,3899,2
1109,367,2950,3
1110,367,8066,4
1111,368,1284,4
1112,369,5159,5
1113,369,6174,3
1114,369,605,2
1115,369,8583,3
1116,369,8292,3
1117,370,7975,5
1118,370,1714,2
1119,370,6733,3
1120,370,1793,4
1121,371,9713,2
1122,372,596,1
1123,372,3009,1
1124,372,6861,5
1125,373,9971,4
1126,373,4424,4
1127,374,7688,4
1128,374,644,1
1129,374,8092,3
1130,374,9618,5
1131,375,4542,2
1132,375,4491,2
1133,376,3589,2
1134,376,3316,5
1135,377,3384,3
1136,377,2526,3
1137,377,6171,3
1138,377,9237,2
1139,377,447,3
1140,378,1894,4
1141,378,11,2
1142,378,8292,4
1143,378,2250,4
1144,379,1117,1
1145,379,5570,2
1146,379,5719,2
1147,379,1484,4
1148,379,6099,4
1149,380,807,1
1150,380,7109,4
1151,380,223,4
1152,380,1782,4
1153,380,8705,2
1154,381,7380,3
1155,381,7121,2
1156,381,6385,1
1157,381,6502,4
1158,381,8056,4
1159,382,8801,1
1160,383,1351,5
1161,383,3884,4
1162,383,4139,2
1163,384,4995,2
1164,384,3639,1
1165,384,3890,1
1166,384,6352,4
1167,384,2282,2
1168,385,1447,3
1169,385,2038,3
1170,385,8447,4
1171,385,8984,1
1172,385,8193,3
1173,386,165,2
1174,387,6464,5
1175,387,4792,2
1176,388,4011,3
1177,389,3536,4
1178,389,5599,3
1179,390,4735,1
1180,390,3074,2
1181,390,5280,2
1182,391,3140,5
1183,391,3666,1
1184,391,4724,5
1185,391,6850,5
1186,391,9932,2
1187,392,1455,1
1188,392,8025,2
1189,392,118,4
1190,392,9762,2
1191,393,927,5
1192,393,5353,3
1193,393,9511,4
1194,393,2235,3
1195,393,3278,1
1196,394,686,5
1197,394,6849,4
1198,395,8623,4
1199,395,9221,2
1200,395,8753,4
1201,395,9971,5
1202,396,9038,3
1203,397,6074,5
1204,397,8211,3
1205,397,7523,3
1206,397,7318,3
1207,398,3299,5
1208,398,2033,4
1209,399,7282,3
1210,399,9673,1
1211,399,1243,4
1212,399,5461,2
1213,400,4069,3
1214,400,761,4
1215,400,4398,4
1216,401,5803,5
1217,401,8664,1
1218,401,6716,2
1219,402,5005,4
1220,402,2454,3
1221,402,712,4
1222,402,1456,3
1223,403,2585,3
1224,403,443,1
1225,403,398,5
1226,403,9150,3
1227,403,4394,4
1228,404,9982,4
1229,405,6996,4
1230,406,533,5
1231,406,8727,1
1232,406,4158,4
1233,406,7198,3
1234,406,1582,2
1235,407,8508,3
1236,407,3234,4
1237,407,8669,2
1238,407,6664,5
1239,407,6220,2
1240,408,8340,4
1241,408,2076,2
1242,409,4018,3
1243,409,3929,3
1244,409,3995,4
1245,409,9880,5
1246,410,5098,2
1247,411,1566,2
1248,411,8228,2
1249,411,9019,4
1250,412,4675,5
1251,412,159,4
1252,412,3666,1
1253,413,9276,1
1254,413,8562,3
1255,414,2913,2
1256,414,9839,3
1257,414,8875,4
1258,414,3230,1
1259,414,1485,2
1260,415,8530,1
1261,415,9139,3
1262,416,6277,1
1263,417,378,1
1264,418,8033,3
1265,418,3197,5
1266,418,9244,5
1267,419,9382,5
1268,419,3032,1
1269,419,5559,3
1270,419,8839,2
1271,419,8524,5
1272,420,6313,4
1273,420,7307,3
1274,420,7891,3
1275,421,4489,2
1276,421,9365,2
1277,421,7763,4
1278,422,5004,3
1279,423,2416,1
1280,423,3164,3
1281,423,8400,1
1282,424,7732,1
1283,425,9434,5
1284,426,5155,5
1285,426,3982,2
1286,426,4093,1
1287,426,7173,5
1288,427,613,1
1289,427,4736,3
1290,427,9952,1
1291,428,1684,5
1292,428,7054,4
1293,428,523,5
1294,428,3686,2
1295,428,878,1
1296,429,3108,4
1297,429,6299,4
1298,430,2608,4
1299,431,6354,3
1300,431,1220,3
1301,432,9202,1
1302,432,9857,5
1303,432,6362,4
1304,432,4773,5
1305,433,2159,3
1306,433,6488,3
1307,434,1204,2
1308,434,782,2
1309,434,1119,2
1310,435,6557,1
1311,435,4789,4
1312,435,2621,1
1313,436,3335,2
1314,436,6631,2
1315,436,7016,2
1316,437,4151,1
1317,438,6016,1
1318,438,6742,5
1319,439,5570,5
1320,439,1528,2
1321,439,6681,4
1322,439,6670,3
1323,440,8073,5
1324,441,470,3
1325,441,5229,3
1326,442,7707,5
1327,442,379,2
1328,442,5031,1
1329,443,1241,3
1330,444,7361,5
1331,444,6553,5
1332,444,1954,4
1333,445,4795,4
1334,445,401,2
1335,445,7927,2
1336,446,3351,2
1337,446,5220,3
1338,446,3366,1
1339,446,6289,2
1340,447,2149,2
1341,448,7817,4
1342,448,6100,4
1343,448,3774,4
1344,448,6471,5
1345,449,5402,4
1346,449,329,1
1347,450,3050,3
1348,451,1325,5
1349,451,3633,5
1350,451,617,1
1351,451,862,4
1352,452,9221,1
1353,452,3248,2
1354,452,5948,3
1355,452,1741,1
1356,452,7701,1
1357,453,7363,3
1358,453,9113,2
1359,453,1532,2
1360,453,3105,2
1361,453,6582,2
1362,454,9143,1
1363,454,8671,3
1364,454,6358,2
1365,454,7848,5
1366,455,4119,4
1367,455,2775,1
1368,455,5621,5
1369,455,6314,3
1370,455,9270,3
1371,456,4614,2
1372,457,2143,5
1373,457,6672,2
1374,458,7150,5
1375,458,9058,2
1376,458,865,5
1377,459,3372,3
1378,459,7831,5
1379,459,2475,1
1380,459,1479,1
1381,459,9583,1
1382,460,6211,4
1383,460,3729,1
1384,460,7531,5
1385,460,829,1
1386,460,293,3
1387,461,6084,2
1388,462,3261,4
1389,462,3421,5
1390,462,1983,4
1391,462,451,5
1392,463,3701,2
1393,463,2044,2
1394,463,5643,4
1395,463,8089,3
1396,464,9102,4
1397,465,1707,2
1398,466,3408,5
1399,466,9787,2
1400,466,6968,3
1401,466,3583,4
1402,467,6634,4
1403,467,5966,1
1404,467,1097,2
1405,467,4659,4
1406,467,6886,5
1407,468,9321,3
1408,468,4815,4
1409,468,1855,2
1410,468,5874,1
1411,469,8464,2
1412,469,4721,4
1413,469,1729,4
1414,470,4133,3
1415,470,6386,5
1416,471,8777,4
1417,471,5661,5
1418,471,2156,2
1419,471,9902,1
1420,472,4418,4
1421,472,3817,3
1422,472,7740,5
1423,472,9956,1
1424,473,8121,1
1425,473,286,4
1426,473,371,5
1427,474,1377,5
1428,474,6498,3
1429,474,5294,3
1430,474,3039,2
1431,474,3850,5
1432,475,9197,2
1433,475,6484,1
1434,475,8191,5
1435,475,6629,1
1436,476,8146,5
1437,476,5188,4
1438,476,7913,1
1439,477,4080,2
1440,478,3134,3
1441,478,1391,2
1442,478,9793,3
1443,478,8276,2
1444,479,4371,2
1445,479,5898,1
1446,479,22,2
1447,479,3660,1
1448,480,279,3
1449,481,3676,1
1450,481,7416,1
1451,481,4041,4
1452,482,8827,4
1453,482,5592,1
1454,483,3591,1
1455,483,4238,1
1456,483,3889,4
1457,483,5759,3
1458,484,8008,4
1459,484,794,3
1460,485,4467,5
1461,485,2210,5
1462,486,7836,2
1463,486,6619,5
1464,487,3187,4
1465,487,1107,3
1466,487,822,4
1467,487,688,3
1468,487,9416,1
1469,488,8736,4
1470,488,3191,3
1471,489,537,5
1472,489,5448,2
1473,489,5378,2
1474,490,401,1
1475,490,1278,4
1476,490,2624,1
1477,491,6371,3
1478,491,1015,1
1479,491,1171,4
1480,492,8965,4
1481,492,6413,4
1482,492,4314,1
1483,492,7836,4
1484,492,2188,1
1485,493,426,1
1486,493,9219,1
1487,493,446,2
1488,494,5031,4
1489,495,1555,5
1490,496,2535,3
1491,497,6796,5
1492,497,4251,2
1493,498,1465,3
1494,498,4857,5
1495,498,9162,5
1496,498,1179,2
1497,498,3890,1
1498,499,4852,1
1499,500,8481,4
1500,500,2350,1
1501,501,6203,2
1502,501,1112,3
1503,501,1737,3
1504,502,9639,4
1505,502,6199,4
1506,502,5181,5
1507,502,1079,1
1508,503,3396,1
1509,503,789,4
1510,504,2158,4
1511,504,5652,3
